region_10,district_10,constituency_10,ward_10,total_candidates_10,ward_total_votes_10,ward_id_10,votes_AFP_10,votes_CCM_10,votes_CHADEMA_10,votes_CHAUSTA_10,votes_CUF_10,votes_DP_10,votes_JAHAZI_ASILIA_10,votes_NCCR_MAGEUZI_10,votes_NLD_10,votes_NRA_10,votes_other_10,votes_SAU_10,votes_TADEA_10,votes_TLP_10,votes_UDP_10,votes_UMD_10,votes_UPDP_10
jiji la tanga,tanga mjini,mabawa,kibwana peter festus,1,575,252,,,575,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,mabawa,kingu julius yesaya,1,21,255,,,,,,,,,,,21,,,,,,
jiji la tanga,tanga mjini,mabawa,lukongo rashidi kikute,1,2287,261,,,,,2287,,,,,,,,,,,,
jiji la tanga,tanga mjini,mabawa,mstapha mwinjuma hamisi sigge,1,10,271,,,,,,,,,,,,,,10,,,
jiji la tanga,tanga mjini,mabawa,shemdoe mzamini rashidi,1,4035,295,,4035,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,mabokweni,jumaa mbega makungu,1,1071,248,,,,,1071,,,,,,,,,,,,
jiji la tanga,tanga mjini,mabokweni,konyezo saidi said,1,23,259,,,23,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,mabokweni,ninyiro ushanga mvumbo,1,672,280,,672,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,majengo,jeff mohamed rashidi,1,1238,247,,1238,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,majengo,kinomi mohamed waziri,1,151,256,,,151,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,majengo,selemani idd mbaruku,1,972,291,,,,,972,,,,,,,,,,,,
jiji la tanga,tanga mjini,makorora,hamadi jumbe menye,1,1879,241,,1879,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,makorora,omari swalehe mzee,1,1909,283,,,,,1909,,,,,,,,,,,,
jiji la tanga,tanga mjini,makorora,shabani bakari dossantros,1,177,292,,,177,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,marungu,mambea mohamedi omari,1,479,264,,,,,479,,,,,,,,,,,,
jiji la tanga,tanga mjini,marungu,omari yusuph omari,1,14,284,,,14,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,marungu,shabani masudi rashidi,1,449,293,,449,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,maweni,magreth kashanga mnkeni,1,819,263,,,819,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,maweni,mtepa abdallah hassan,1,246,274,,,,,246,,,,,,,,,,,,
jiji la tanga,tanga mjini,maweni,shekimweri zahoro muslim,1,1610,294,,1610,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,msambweni,bakari saleh juma,1,1607,233,,,,,1607,,,,,,,,,,,,
jiji la tanga,tanga mjini,msambweni,jambia swalehe abdallah,1,1220,246,,1220,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,msambweni,kidege hamadi ayubu,1,258,253,,,258,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,mwanzange,batuli mohammed omari,1,1045,234,,1045,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,mwanzange,hamisi ramadhani sarai,1,202,242,,,202,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,mwanzange,rashidi jumbe hamza,1,1255,287,,,,,1255,,,,,,,,,,,,
jiji la tanga,tanga mjini,mzingani,bwanga shehe fadhili,1,3406,235,,3406,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,mzingani,nicholas remency tarimo,1,384,279,,,384,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,mzingani,nyangasa abdi hamisi,1,2393,281,,,,,2393,,,,,,,,,,,,
jiji la tanga,tanga mjini,mzizima,danny richard mgaza,1,1458,238,,1458,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,mzizima,hamza omari mwinshaha,1,715,243,,,,,715,,,,,,,,,,,,
jiji la tanga,tanga mjini,mzizima,montaa mohamed mwandege,1,76,269,,,76,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,ngamiani kaskazini,guledi omari mohamed,1,841,240,,841,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,ngamiani kaskazini,kingazi bakari seif,1,84,254,,,84,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,ngamiani kaskazini,nguli abubakari abdalah,1,541,278,,,,,541,,,,,,,,,,,,
jiji la tanga,tanga mjini,ngamiani kati,aziz lali mahadhi,1,205,232,,,205,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,ngamiani kati,kitogo fatuma mwinjuma,1,783,257,,783,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,ngamiani kati,mpa habib nabahani,1,1273,270,,,,,1273,,,,,,,,,,,,
jiji la tanga,tanga mjini,ngamiani kusini,amiri ibrahim nondo,1,40,229,,,40,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,ngamiani kusini,asha haluwa bakari,1,3,231,,,,,,,,,,,,,,3,,,
jiji la tanga,tanga mjini,ngamiani kusini,dhilfa mwidau ulenge,1,1209,239,,1209,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,ngamiani kusini,mussa bakari mbarouk,1,1436,275,,,,,1436,,,,,,,,,,,,
jiji la tanga,tanga mjini,nguvumali,magati rashidi saidi,1,17,262,,,,,,,,,,,,,,17,,,
jiji la tanga,tanga mjini,nguvumali,mambea mwinyiusi pashua,1,372,265,,,,,372,,,,,,,,,,,,
jiji la tanga,tanga mjini,nguvumali,msulwa edward barnaba,1,711,272,,,711,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,nguvumali,seleboss mhina mustafa,1,2902,290,,2902,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,pongwe,jumaa seifu bomba,1,1518,249,,,,,1518,,,,,,,,,,,,
jiji la tanga,tanga mjini,pongwe,uzia juma nkomba,1,1774,297,,1774,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,tangasisi,abdi abu salimu,1,2520,228,,2520,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,tangasisi,haniu mohamed mohamed,1,2374,244,,,,,2374,,,,,,,,,,,,
jiji la tanga,tanga mjini,tangasisi,thadeo s. mbailwa,1,151,296,,,151,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,tongoni,mohamedi ally mohamedi,1,55,267,,,55,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,tongoni,mohamedi mwihaji mwishame,1,933,268,,,,,933,,,,,,,,,,,,
jiji la tanga,tanga mjini,tongoni,mwinyiusi mtawa mwinyiusi,1,844,277,,844,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,usagara,carlos richard hizza,1,1726,236,,1726,,,,,,,,,,,,,,,
jiji la tanga,tanga mjini,usagara,hassan ally hassan,1,756,245,,,,,756,,,,,,,,,,,,
jiji la tanga,tanga mjini,usagara,seifu rajabu kombo,1,180,289,,,180,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,bakoba,bi  ashura hassan saad,1,1542,304,,1542,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,bakoba,bigambo felician ferdinand,1,1967,305,,,,,1967,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,bakoba,erick eustace majura,1,756,312,,,756,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,bilele,chama salum umande,1,1036,306,,1036,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,bilele,mabruki ibrahim idd,1,802,324,,,,,802,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,buhembe,alexanda rwechungura ngalinda,1,938,300,,938,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,buhembe,ishengoma prudence aloys,1,268,317,,,268,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,hamugembe,alibaliwo onesphory nestory akenyanya,1,125,302,,,,,125,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,hamugembe,peter albin rugemarila,1,1748,327,,,1748,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,hamugembe,robert alexander katunzi,1,1835,330,,1835,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,ijuganyondo,dauda almasud kalumuna,1,432,308,,432,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,ijuganyondo,gerasius jaje muhimba,1,420,315,,,420,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kagondo,amani anatory john,1,632,303,,632,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kagondo,joram lugeyamba ifunya,1,353,320,,,353,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kahororo,chief andronicus karumuna,1,1106,307,,1106,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kahororo,faraji mtasanirwa mussa,1,398,314,,,,,398,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kashai,kabaju nurulhuda abdulkadir,1,1943,322,,,,,1943,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kashai,renatus kilongozi ikengya,1,2451,328,,,2451,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kashai,yusufu grevazi ngaiza,1,3064,333,,3064,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kibeta,essauh balthazar muganyizi,1,638,313,,638,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kibeta,mulaki israel mutatina,1,1017,325,,,1017,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kitendaguro,alexander mwesiga elias,1,50,301,,,,,50,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kitendaguro,eliudi nsheka kahabuka,1,695,311,,,695,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,kitendaguro,samuel ntambala luangisa,1,810,331,,810,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,miembeni,richard mwemezi gaspar,1,1248,329,,1248,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,miembeni,zainabu marijani farijara,1,439,334,,,,,439,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,nshambya,hildebrandus rwegasha leo,1,1075,316,,1075,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,nshambya,james rwegasila francisco,1,35,318,,,,,35,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,nshambya,jovini christian rugabela,1,729,321,,,729,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,nyanga,deusdedith kamugisha mutakyahwa,1,542,309,,542,,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,nyanga,ladislaus pastory muganyizi,1,88,323,,,,,88,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,nyanga,nuhu boi willibard,1,232,326,,,232,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,rwamishenye,dismas mutasigwa rutagwerela,1,1613,310,,,1613,,,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,rwamishenye,jonathani leveliani matembe,1,50,319,,,,,50,,,,,,,,,,,,
manispaa ya bukoba,bukoba mjini,rwamishenye,sued juma kagasheki,1,1347,332,,1347,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,chamwino,idd masoud ntandu,1,863,359,,,,,863,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,chamwino,mwamvua mohamed ruwambo,1,227,394,,,,,,,,,,,227,,,,,,
manispaa ya dodoma,dodoma mjini,chamwino,ngede jumanne salum,1,2607,398,,2607,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,chang'ombe,halidi ahmadi zoya,1,1285,353,,,1285,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,chang'ombe,juma maulidi ikaba,1,1003,363,,,,,1003,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,chang'ombe,kishoka adamu ijumaa,1,2263,367,,2263,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,chang'ombe,mazengo zebedayo mikaeli,1,95,383,,,,,,,,,,,,95,,,,,
manispaa ya dodoma,dodoma mjini,dodoma makulu,ally issa biringi,1,1070,336,,,1070,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,dodoma makulu,zuwena matle aweda,1,545,407,,545,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,ipagala,charles simon mamba,1,126,344,,126,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,ipagala,ismaily seif mohamedy,1,6,360,,,,,6,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,ipagala,kunti yusuph majalla,1,38,370,,,38,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,ipala,"hamisi maile ng""hunga",1,706,355,,,706,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,ipala,mwanza salumu bakari,1,394,396,,394,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,iyumbu,hezron ndalu kudugwa,1,316,358,,,316,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,iyumbu,mahodanga ernest mgundulwa,1,249,376,,249,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kikombo,kusaja yona elisha,1,1265,371,,,1265,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kikombo,manyono emanuel alex,1,1348,377,,1348,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kikuyu kaskazini,johnick risasi salingo,1,1273,362,,1273,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kikuyu kaskazini,mbatiani christopher joab,1,29,384,,,,,,,,29,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kikuyu kaskazini,utenga david victor,1,1096,404,,,1096,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kikuyu kusini,aroni severin ngongi,1,369,338,,,369,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kikuyu kusini,emanuel chibanji leuna,1,969,350,,969,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kikuyu kusini,kibugula abdallah abdulrahamani,1,14,365,,,,,14,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kilimani,mwanga chitalya stephen,1,709,395,,709,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kilimani,ndejembi augustine pancras,1,502,397,,,502,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kiwanja cha ndege,dickson nghambi malayi,1,1016,346,,,1016,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kiwanja cha ndege,henry william kambenga,1,1652,357,,1652,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kizota,bakari juma omary,1,2328,342,,2328,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kizota,halima ramadhani seif,1,55,354,,,,,,,,,,,,,,55,,,
manispaa ya dodoma,dodoma mjini,kizota,komba george benedict,1,91,369,,,,,,,,,,,,,,,91,,
manispaa ya dodoma,dodoma mjini,kizota,masumbuko joseph marandu,1,1798,381,,,1798,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,kizota,mboya sebastiani mussa,1,106,385,,,,,,,,,,,106,,,,,,
manispaa ya dodoma,dodoma mjini,kizota,mohamed kayumbo kabutali,1,32,389,,,,,,,,32,,,,,,,,,
manispaa ya dodoma,dodoma mjini,madukani,bahaj hussein ally,1,480,340,,480,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,madukani,kimbwangali mohamedy hassani,1,23,366,,,,,23,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,madukani,lubuva salum abdallah,1,0,372,,,0,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,majengo,kizota iddi salehe,1,580,368,,,580,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,majengo,msinta salum mayaoyao,1,1063,392,,1063,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,makutupora,elia eliasi lenjila,1,1705,347,,1705,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,makutupora,juma mtaalam bika,1,344,364,,,344,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,makutupora,wiston edward chitema,1,12,405,,,,,12,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,mbalawala,lucas mjehe kalungwana,1,1032,373,,1032,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,mbalawala,zephania mathayo mgutwa,1,730,406,,,730,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,miyuji,lussingu wallace daniel,1,946,374,,946,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,miyuji,massawe stephen emmanuel,1,363,380,,,363,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,mkonze,elias andrea machila,1,527,348,,,527,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,mkonze,muwagu john leonard,1,1045,393,,1045,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,mnadani,hawa haji saidi,1,49,356,,,,,,,,,,,,49,,,,,
manispaa ya dodoma,dodoma mjini,mnadani,masangia stephen augustin,1,1638,379,,1638,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,mnadani,shamsi omary hassan,1,773,402,,,773,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,mpunguzi,matonya john aidan,1,2291,382,,2291,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,mpunguzi,michael willison mguji,1,176,387,,,176,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,msalato,emanuel antoni malangalila,1,9,349,,,,,9,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,msalato,george ezekiel hoya,1,958,352,,958,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,msalato,nsubi daniel bukuku,1,578,400,,,578,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,mtumba,magawa edward juma,1,849,375,,,849,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,mtumba,njilimuyi william josiah,1,2085,399,,2085,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,nala,bahati alexander malima,1,147,341,,,147,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,nala,mogwa gustav masine,1,1092,388,,1092,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,ng'ong'onah,bussa chimuli rogers,1,332,343,,,,,332,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,ng'ong'onah,emanuely yona mtima,1,994,351,,994,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,ng'ong'onah,sospeter yonna mjehe,1,448,403,,,448,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,ntyuka,masaka joely athanasio,1,153,378,,,153,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,ntyuka,mhembano paul stephen,1,744,386,,744,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,nzuguni,chiwanga yared magongo,1,1880,345,,1880,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,nzuguni,mputu richard madeha,1,137,390,,,137,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,tambuka reli,adam rashidi chohora,1,890,335,,890,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,tambuka reli,msafiri louis nyaki,1,520,391,,,520,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,uhuru,ally rajabu kimaro,1,692,337,,692,,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,uhuru,athumani salim athumani,1,14,339,,,,,,,,,,,,,,,,,14
manispaa ya dodoma,dodoma mjini,uhuru,jella kherry mambo,1,579,361,,,579,,,,,,,,,,,,,,
manispaa ya dodoma,dodoma mjini,uhuru,ramadhani ally chamballa,1,19,401,,,,,,,,19,,,,,,,,,
manispaa ya ilala,ilala,ilala,fungo nesbary edson,1,4907,415,,4907,,,,,,,,,,,,,,,
manispaa ya ilala,ilala,ilala,kondo issa suleiman,1,1848,418,,,,,1848,,,,,,,,,,,,
manispaa ya ilala,ilala,ilala,latifa ally salumu,1,1974,419,,,1974,,,,,,,,,,,,,,
manispaa ya ilala,ilala,ilala,yussuf salum kalyanye,1,4327,434,,,,,,,,4327,,,,,,,,,
manispaa ya ilala,ilala,jangwani,abuu hamisi jumaa,1,2266,409,,2266,,,,,,,,,,,,,,,
manispaa ya ilala,ilala,jangwani,bimkubwa uwesu ramadhani,1,46,413,,,,,,,,,,,,46,,,,,
manispaa ya ilala,ilala,jangwani,mwanaidi hassani koja,1,409,425,,,409,,,,,,,,,,,,,,
manispaa ya ilala,ilala,jangwani,said mohamed babu,1,1776,430,,,,,1776,,,,,,,,,,,,
manispaa ya ilala,ilala,kariakoo,abdulkarim salum masamaki,1,2848,408,,2848,,,,,,,,,,,,,,,
manispaa ya ilala,ilala,kariakoo,dachi abdallah dachi,1,1076,414,,,,,1076,,,,,,,,,,,,
manispaa ya ilala,ilala,kisutu,halousa himid abdalah,1,182,416,,,,,182,,,,,,,,,,,,
manispaa ya ilala,ilala,kisutu,kessy kheri mohamed,1,1686,417,,1686,,,,,,,,,,,,,,,
manispaa ya ilala,ilala,kivukoni,batret mmula mlaponi,1,771,411,,,771,,,,,,,,,,,,,,
manispaa ya ilala,ilala,kivukoni,massabuli didas john,1,1248,421,,1248,,,,,,,,,,,,,,,
manispaa ya ilala,ilala,kivukoni,mawazo hamidu hatibu,1,11,422,,,,,,,,,,,,,,,11,,
manispaa ya ilala,ilala,kivukoni,said mohamed said,1,200,431,,,,,200,,,,,,,,,,,,
manispaa ya ilala,ilala,mchafukoge,sabra said omary,1,308,428,,,,,308,,,,,,,,,,,,
manispaa ya ilala,ilala,mchafukoge,saggaf hashim abdallah,1,1566,429,,1566,,,,,,,,,,,,,,,
manispaa ya ilala,ilala,mchikichini,athumani mohamedi kinyogoly,1,1895,410,,,1895,,,,,,,,,,,,,,
manispaa ya ilala,ilala,mchikichini,mchiwu omari mzigo,1,807,423,,,,,807,,,,,,,,,,,,
manispaa ya ilala,ilala,mchikichini,riyami gharib abdullah,1,3440,426,,3440,,,,,,,,,,,,,,,
manispaa ya ilala,ilala,mchikichini,susana jackson maro,1,53,433,,,,,,,,,,,,53,,,,,
manispaa ya ilala,ilala,upanga magharibi,bendera mohammed salim,1,1030,412,,,1030,,,,,,,,,,,,,,
manispaa ya ilala,ilala,upanga magharibi,mariam mohamed songoro,1,257,420,,,,,257,,,,,,,,,,,,
manispaa ya ilala,ilala,upanga magharibi,mmbaga godwin vincent,1,1790,424,,1790,,,,,,,,,,,,,,,
manispaa ya ilala,ilala,upanga mashariki,saad alli songoro,1,704,427,,,,,704,,,,,,,,,,,,
manispaa ya ilala,ilala,upanga mashariki,sultan ahmed salim,1,2576,432,,2576,,,,,,,,,,,,,,,
manispaa ya ilala,segerea,buguruni,juma kizwezwe,1,6084,445,,,,,6084,,,,,,,,,,,,
manispaa ya ilala,segerea,buguruni,magina fortunatus lifungulo,1,6768,451,,6768,,,,,,,,,,,,,,,
manispaa ya ilala,segerea,buguruni,mbwana salum kibanda,1,146,457,,,,,,,146,,,,,,,,,,
manispaa ya ilala,segerea,buguruni,neema meshack meda,1,86,462,,,,,,,,,,,,86,,,,,
manispaa ya ilala,segerea,buguruni,twarah yusuph abdalah mkundieki,1,3032,466,,,3032,,,,,,,,,,,,,,
manispaa ya ilala,segerea,kimanga,hamisi sudi selemani,1,1133,441,,,,,1133,,,,,,,,,,,,
manispaa ya ilala,segerea,kimanga,julius bangili matogolo,1,98,444,,,,,,,,,,,,98,,,,,
manispaa ya ilala,segerea,kimanga,kyombya pastory gabriel,1,5830,448,,5830,,,,,,,,,,,,,,,
manispaa ya ilala,segerea,kimanga,ryatura nicodemus hellen,1,5916,463,,,5916,,,,,,,,,,,,,,
manispaa ya ilala,segerea,kinyerezi,amina jabir kihiyo,1,34,436,,,,,,,,,,,,34,,,,,
manispaa ya ilala,segerea,kinyerezi,buhari selemani mgonyezi,1,1671,440,,,1671,,,,,,,,,,,,,,
manispaa ya ilala,segerea,kinyerezi,leah bernard mgitu,1,2070,449,,2070,,,,,,,,,,,,,,,
manispaa ya ilala,segerea,kinyerezi,lomo abdul ramadhani,1,394,450,,,,,394,,,,,,,,,,,,
manispaa ya ilala,segerea,kipawa,bonnah moses kaluwa,1,5727,439,,5727,,,,,,,,,,,,,,,
manispaa ya ilala,segerea,kipawa,joseph shiwalla nzuki,1,5422,442,,,5422,,,,,,,,,,,,,,
manispaa ya ilala,segerea,kipawa,joycerose gerald saria,1,220,443,,,,,,,,,,,,,,220,,,
manispaa ya ilala,segerea,kipawa,manyara salum ramadhani,1,1133,455,,,,,1133,,,,,,,,,,,,
manispaa ya ilala,segerea,kiwalani,kayamba allen george,1,74,446,,,,,,,,,,,,,,74,,,
manispaa ya ilala,segerea,kiwalani,kitambuliyo saidi abdallah,1,6155,447,,6155,,,,,,,,,,,,,,,
manispaa ya ilala,segerea,kiwalani,malamsha mathias sebastiani,1,5726,454,,,5726,,,,,,,,,,,,,,
manispaa ya ilala,segerea,kiwalani,shani ally mussa,1,206,464,206,,,,,,,,,,,,,,,,
manispaa ya ilala,segerea,kiwalani,stawi said ibrahimu,1,3585,465,,,,,3585,,,,,,,,,,,,
manispaa ya ilala,segerea,segerea,magungu meritus gustav,1,5885,452,,5885,,,,,,,,,,,,,,,
manispaa ya ilala,segerea,segerea,mbano khamis sadiki,1,1561,456,,,,,1561,,,,,,,,,,,,
manispaa ya ilala,segerea,segerea,mwambagi amosi azurly,1,6049,460,,,6049,,,,,,,,,,,,,,
manispaa ya ilala,segerea,segerea,wastara mohamed ibrahim,1,183,467,,,,,,,,,,,,183,,,,,
manispaa ya ilala,segerea,tabata,maina gabriely aloyce maina,1,5796,453,,,5796,,,,,,,,,,,,,,
manispaa ya ilala,segerea,tabata,mtondwe shabani halphani,1,1327,458,,,,,1327,,,,,,,,,,,,
manispaa ya ilala,segerea,tabata,mtumwa mohamedi mangapi,1,6021,459,,6021,,,,,,,,,,,,,,,
manispaa ya ilala,segerea,vingunguti,ally omary ally,1,5164,435,,,,,5164,,,,,,,,,,,,
manispaa ya ilala,segerea,vingunguti,assaa simba haroun,1,7844,437,,7844,,,,,,,,,,,,,,,
manispaa ya ilala,segerea,vingunguti,bazil marcel ng'holope,1,3206,438,,,3206,,,,,,,,,,,,,,
manispaa ya ilala,segerea,vingunguti,mwanakheri mbwana kibanda,1,116,461,,,,,,,116,,,,,,,,,,
manispaa ya ilala,ukonga,chanika,esther henry paulo,1,26,476,,,,,,,,,,,,,,,,,26
manispaa ya ilala,ukonga,chanika,masiwa awadhi salum,1,528,483,,,,,528,,,,,,,,,,,,
manispaa ya ilala,ukonga,chanika,miraji rajabu mwalim,1,584,486,,,584,,,,,,,,,,,,,,
manispaa ya ilala,ukonga,chanika,mpate abdillahi salimu,1,2219,487,,2219,,,,,,,,,,,,,,,
manispaa ya ilala,ukonga,chanika,mwazani selemani bweku,1,32,488,,,,,,,,,,,,,,,32,,
manispaa ya ilala,ukonga,chanika,nakubegeja juma abdallah,1,14,490,,,,,,,,,,,,14,,,,,
manispaa ya ilala,ukonga,chanika,ramadhani ramadhani mapunda,1,33,495,,,,,,,,,,,33,,,,,,
manispaa ya ilala,ukonga,gongolamboto,jerry william silaa,1,5323,480,,5323,,,,,,,,,,,,,,,
manispaa ya ilala,ukonga,gongolamboto,shingo bakari shabani,1,3741,497,,,,,3741,,,,,,,,,,,,
manispaa ya ilala,ukonga,kitunda,asumin maringo shayo,1,614,472,,,,,614,,,,,,,,,,,,
manispaa ya ilala,ukonga,kitunda,christopher venance,1,58,473,,,,,,,,,,,58,,,,,,
