ward_id_15,region_15,district_15,ward_15,region_10,district_10,ward_10,parent_overlap_pct,ward_id_10
1012,kigoma,wilaya ya kakonko,nyamtukuza,,,,,
1013,kigoma,wilaya ya kakonko,rugenge,,,,,
1014,kigoma,wilaya ya kasulu,asante nyerere,,,,,
1015,kigoma,wilaya ya kasulu,bugaga,,,,,
1016,kigoma,wilaya ya kasulu,buhoro,,,,,
1017,kigoma,wilaya ya kasulu,heru ushingo,,,,,
1018,kigoma,wilaya ya kasulu,kagera nkanda,,,,,
1019,kigoma,wilaya ya kasulu,kalela,,,,,
1020,kigoma,wilaya ya kasulu,kigembe,,,,,
1021,kigoma,wilaya ya kasulu,kitagata,,,,,
1022,kigoma,wilaya ya kasulu,kitanga,,,,,
1023,kigoma,wilaya ya kasulu,kurugongo,,,,,
1024,kigoma,wilaya ya kasulu,kwaga,,,,,
1025,kigoma,wilaya ya kasulu,makere,,,,,
1026,kigoma,wilaya ya kasulu,muzye,,,,,
1027,kigoma,wilaya ya kasulu,nyachenda,,,,,
1028,kigoma,wilaya ya kasulu,nyakitonto,,,,,
1029,kigoma,wilaya ya kasulu,nyamidaho,,,,,
1030,kigoma,wilaya ya kasulu,nyamunyusi,,,,,
1031,kigoma,wilaya ya kasulu,rungwe mpya,,,,,
1032,kigoma,wilaya ya kasulu,rusesa,,,,,
1033,kigoma,wilaya ya kasulu,shunguliba,,,,,
1034,kigoma,wilaya ya kasulu,titye,,,,,
1035,kigoma,wilaya ya kibondo,bitare,,,,,
1036,kigoma,wilaya ya kibondo,biturana,,,,,
1037,kigoma,wilaya ya kibondo,bunyambo,,,,,
1038,kigoma,wilaya ya kibondo,busagara,,,,,
1039,kigoma,wilaya ya kibondo,busunzu,,,,,
1040,kigoma,wilaya ya kibondo,itaba,,,,,
1041,kigoma,wilaya ya kibondo,kagezi,,,,,
1042,kigoma,wilaya ya kibondo,kibondo mjini,,,,,
1043,kigoma,wilaya ya kibondo,kitahana,,,,,
1044,kigoma,wilaya ya kibondo,kizazi,,,,,
1045,kigoma,wilaya ya kibondo,kumsenga,,,,,
1046,kigoma,wilaya ya kibondo,kumwambu,,,,,
1047,kigoma,wilaya ya kibondo,mabamba,,,,,
1048,kigoma,wilaya ya kibondo,misezero,,,,,
1049,kigoma,wilaya ya kibondo,mukabuye,,,,,
1050,kigoma,wilaya ya kibondo,murungu,,,,,
1051,kigoma,wilaya ya kibondo,nyaruyoba,,,,,
1052,kigoma,wilaya ya kibondo,rugongwe,,,,,
1053,kigoma,wilaya ya kibondo,rusohoko,,,,,
1054,kigoma,wilaya ya kigoma,bitale,,,,,
1055,kigoma,wilaya ya kigoma,kagongo,,,,,
1056,kigoma,wilaya ya kigoma,kagunga,,,,,
1057,kigoma,wilaya ya kigoma,kalinzi,,,,,
1058,kigoma,wilaya ya kigoma,kidahwe,,,,,
1059,kigoma,wilaya ya kigoma,mahembe,,,,,
1060,kigoma,wilaya ya kigoma,matendo,,,,,
1061,kigoma,wilaya ya kigoma,mkigo,,,,,
1062,kigoma,wilaya ya kigoma,mkongoro,,,,,
1063,kigoma,wilaya ya kigoma,mungonya,,,,,
1064,kigoma,wilaya ya kigoma,mwamgongo,,,,,
1065,kigoma,wilaya ya kigoma,mwandiga,,,,,
1066,kigoma,wilaya ya kigoma,nkungwe,,,,,
1067,kigoma,wilaya ya kigoma,nyarubanda,,,,,
1068,kigoma,wilaya ya kigoma,simbo,,,,,
1069,kigoma,wilaya ya kigoma,ziwani,,,,,
1070,kigoma,wilaya ya uvinza,basanza,,,,,
1071,kigoma,wilaya ya uvinza,buhingu,,,,,
1072,kigoma,wilaya ya uvinza,herembe,,,,,
1073,kigoma,wilaya ya uvinza,igalula,,,,,
1074,kigoma,wilaya ya uvinza,ilagala,,,,,
1075,kigoma,wilaya ya uvinza,itebula,,,,,
1076,kigoma,wilaya ya uvinza,kalya,,,,,
1077,kigoma,wilaya ya uvinza,kandaga,,,,,
1078,kigoma,wilaya ya uvinza,kazuramimba,,,,,
1079,kigoma,wilaya ya uvinza,mganza,,,,,
1080,kigoma,wilaya ya uvinza,mtegowanoti,,,,,
1081,kigoma,wilaya ya uvinza,mwakizega,,,,,
1082,kigoma,wilaya ya uvinza,nguruka,,,,,
1083,kigoma,wilaya ya uvinza,sigunga,,,,,
1084,kigoma,wilaya ya uvinza,sunuka,,,,,
1085,kigoma,wilaya ya uvinza,uvinza,,,,,
1086,kilimanjaro,manispaa ya moshi,bomambuzi,,,,,
1087,kilimanjaro,manispaa ya moshi,bondeni,,,,,
1088,kilimanjaro,manispaa ya moshi,kaloleni,,,,,
1089,kilimanjaro,manispaa ya moshi,karanga,,,,,
1090,kilimanjaro,manispaa ya moshi,kiborloni,,,,,
1091,kilimanjaro,manispaa ya moshi,kilimanjaro,,,,,
1092,kilimanjaro,manispaa ya moshi,kiusa,,,,,
1093,kilimanjaro,manispaa ya moshi,korongoni,,,,,
1094,kilimanjaro,manispaa ya moshi,longuo,,,,,
1095,kilimanjaro,manispaa ya moshi,majengo,,,,,
1096,kilimanjaro,manispaa ya moshi,mawenzi,,,,,
1097,kilimanjaro,manispaa ya moshi,mfumuni,,,,,
1098,kilimanjaro,manispaa ya moshi,miembeni,,,,,
1099,kilimanjaro,manispaa ya moshi,mji mpya,,,,,
1100,kilimanjaro,manispaa ya moshi,msaranga,,,,,
1101,kilimanjaro,manispaa ya moshi,ngambo,,,,,
1102,kilimanjaro,manispaa ya moshi,njoro,,,,,
1103,kilimanjaro,manispaa ya moshi,pasua,,,,,
1104,kilimanjaro,manispaa ya moshi,rau,,,,,
1105,kilimanjaro,manispaa ya moshi,shirimatunda,,,,,
1106,kilimanjaro,manispaa ya moshi,soweto,,,,,
1107,kilimanjaro,wilaya ya hai,bomangombe,,,,,
1108,kilimanjaro,wilaya ya hai,bondeni,,,,,
1109,kilimanjaro,wilaya ya hai,kia,,,,,
1110,kilimanjaro,wilaya ya hai,machame kaskazini,,,,,
1111,kilimanjaro,wilaya ya hai,machame magharibi,,,,,
1112,kilimanjaro,wilaya ya hai,machame mashariki,,,,,
1113,kilimanjaro,wilaya ya hai,machame narumu,,,,,
1114,kilimanjaro,wilaya ya hai,machame uroki,,,,,
1115,kilimanjaro,wilaya ya hai,masama kati,,,,,
1116,kilimanjaro,wilaya ya hai,masama kusini,,,,,
1117,kilimanjaro,wilaya ya hai,masama magharibi,,,,,
1118,kilimanjaro,wilaya ya hai,masama mashariki,,,,,
1119,kilimanjaro,wilaya ya hai,masama rundugai,,,,,
1120,kilimanjaro,wilaya ya hai,mnadani,,,,,
1121,kilimanjaro,wilaya ya hai,muungano,,,,,
1122,kilimanjaro,wilaya ya hai,romu,,,,,
1123,kilimanjaro,wilaya ya hai,weruweru,,,,,
1124,kilimanjaro,wilaya ya moshi,arusha chini,,,,,
1125,kilimanjaro,wilaya ya moshi,kahe magharibi,,,,,
1126,kilimanjaro,wilaya ya moshi,kahe mashariki,,,,,
1127,kilimanjaro,wilaya ya moshi,kibosho kati,,,,,
1128,kilimanjaro,wilaya ya moshi,kibosho magharibi,,,,,
1129,kilimanjaro,wilaya ya moshi,kibosho mashariki,,,,,
1130,kilimanjaro,wilaya ya moshi,kilema kaskazini,,,,,
1131,kilimanjaro,wilaya ya moshi,kilema kati,,,,,
1132,kilimanjaro,wilaya ya moshi,kilema kusini,,,,,
1133,kilimanjaro,wilaya ya moshi,kimochi,,,,,
1134,kilimanjaro,wilaya ya moshi,kindi,,,,,
1135,kilimanjaro,wilaya ya moshi,kirima,,,,,
1136,kilimanjaro,wilaya ya moshi,kirua vunjo kusini,,,,,
1137,kilimanjaro,wilaya ya moshi,kirua vunjo magharibi,,,,,
1138,kilimanjaro,wilaya ya moshi,kirua vunjo mashariki,,,,,
1139,kilimanjaro,wilaya ya moshi,mabogini,,,,,
1140,kilimanjaro,wilaya ya moshi,makuyuni,,,,,
1141,kilimanjaro,wilaya ya moshi,mamba kaskazini,,,,,
1142,kilimanjaro,wilaya ya moshi,mamba kusini,,,,,
1143,kilimanjaro,wilaya ya moshi,marangu magharibi,,,,,
1144,kilimanjaro,wilaya ya moshi,marangu mashariki,,,,,
1145,kilimanjaro,wilaya ya moshi,mbokomu,,,,,
1146,kilimanjaro,wilaya ya moshi,mwika kaskazini,,,,,
1147,kilimanjaro,wilaya ya moshi,mwika kusini,,,,,
1148,kilimanjaro,wilaya ya moshi,njia panda,,,,,
1149,kilimanjaro,wilaya ya moshi,okaoni,,,,,
1150,kilimanjaro,wilaya ya moshi,old moshi magharibi,,,,,
1151,kilimanjaro,wilaya ya moshi,old moshi mashariki,,,,,
1152,kilimanjaro,wilaya ya moshi,uru kaskazini,,,,,
1153,kilimanjaro,wilaya ya moshi,uru kusini,,,,,
1154,kilimanjaro,wilaya ya moshi,uru mashariki,,,,,
1155,kilimanjaro,wilaya ya moshi,uru shimbwe,,,,,
1156,kilimanjaro,wilaya ya mwanga,chomvu,,,,,
1157,kilimanjaro,wilaya ya mwanga,jipe,,,,,
1158,kilimanjaro,wilaya ya mwanga,kifula,,,,,
1159,kilimanjaro,wilaya ya mwanga,kighare,,,,,
1160,kilimanjaro,wilaya ya mwanga,kigonigoni,,,,,
1161,kilimanjaro,wilaya ya mwanga,kileo,,,,,
1162,kilimanjaro,wilaya ya mwanga,kilomeni,,,,,
1163,kilimanjaro,wilaya ya mwanga,kirongwe,,,,,
1164,kilimanjaro,wilaya ya mwanga,kirya,,,,,
1165,kilimanjaro,wilaya ya mwanga,kivisini,,,,,
1166,kilimanjaro,wilaya ya mwanga,kwakoa,,,,,
1167,kilimanjaro,wilaya ya mwanga,langata,,,,,
1168,kilimanjaro,wilaya ya mwanga,lembeni,,,,,
1169,kilimanjaro,wilaya ya mwanga,mgagao,,,,,
1170,kilimanjaro,wilaya ya mwanga,msangeni,,,,,
1171,kilimanjaro,wilaya ya mwanga,mwanga,,,,,
1172,kilimanjaro,wilaya ya mwanga,mwaniko,,,,,
1173,kilimanjaro,wilaya ya mwanga,ngujini,,,,,
1174,kilimanjaro,wilaya ya mwanga,shighatini,,,,,
1175,kilimanjaro,wilaya ya mwanga,toloha,,,,,
1176,kilimanjaro,wilaya ya rombo,aleni,,,,,
1177,kilimanjaro,wilaya ya rombo,chala,,,,,
1178,kilimanjaro,wilaya ya rombo,holili,,,,,
1179,kilimanjaro,wilaya ya rombo,katangaramrere,,,,,
1180,kilimanjaro,wilaya ya rombo,kelamfuamokala,,,,,
1181,kilimanjaro,wilaya ya rombo,kingachi,,,,,
1182,kilimanjaro,wilaya ya rombo,kirongosamanga,,,,,
1183,kilimanjaro,wilaya ya rombo,kirwakeni,,,,,
1184,kilimanjaro,wilaya ya rombo,kisalemsaranga,,,,,
1185,kilimanjaro,wilaya ya rombo,kitirima,,,,,
1186,kilimanjaro,wilaya ya rombo,mahida,,,,,
1187,kilimanjaro,wilaya ya rombo,makiidi,,,,,
1188,kilimanjaro,wilaya ya rombo,mamsera,,,,,
1189,kilimanjaro,wilaya ya rombo,manda,,,,,
1190,kilimanjaro,wilaya ya rombo,marangu kitowo,,,,,
1191,kilimanjaro,wilaya ya rombo,mengeni,,,,,
1192,kilimanjaro,wilaya ya rombo,mengwe,,,,,
1193,kilimanjaro,wilaya ya rombo,motamburukitendeni,,,,,
1194,kilimanjaro,wilaya ya rombo,mraokeryo,,,,,
1195,kilimanjaro,wilaya ya rombo,nanjara,,,,,
1196,kilimanjaro,wilaya ya rombo,ngoyoni,,,,,
1197,kilimanjaro,wilaya ya rombo,olele,,,,,
1198,kilimanjaro,wilaya ya rombo,reha,,,,,
1199,kilimanjaro,wilaya ya rombo,shimbi,,,,,
1200,kilimanjaro,wilaya ya rombo,shimbi kwandele,,,,,
1201,kilimanjaro,wilaya ya rombo,tarakehamotamburu,,,,,
1202,kilimanjaro,wilaya ya rombo,ubetu,,,,,
1203,kilimanjaro,wilaya ya rombo,ushiri ikuini,,,,,
1204,kilimanjaro,wilaya ya same,bangalala,,,,,
1205,kilimanjaro,wilaya ya same,bendera,,,,,
1206,kilimanjaro,wilaya ya same,bombo,,,,,
1207,kilimanjaro,wilaya ya same,bwambo,,,,,
1208,kilimanjaro,wilaya ya same,chome,,,,,
1209,kilimanjaro,wilaya ya same,gavao saweni,,,,,
1210,kilimanjaro,wilaya ya same,hedaru,,,,,
1211,kilimanjaro,wilaya ya same,kalemawe,,,,,
1212,kilimanjaro,wilaya ya same,kihurio,,,,,
1213,kilimanjaro,wilaya ya same,kirangare,,,,,
1214,kilimanjaro,wilaya ya same,kisima,,,,,
1215,kilimanjaro,wilaya ya same,kisiwani,,,,,
1216,kilimanjaro,wilaya ya same,lugulu,,,,,
1217,kilimanjaro,wilaya ya same,mabilioni,,,,,
1218,kilimanjaro,wilaya ya same,makanya,,,,,
1219,kilimanjaro,wilaya ya same,maore,,,,,
1220,kilimanjaro,wilaya ya same,mhezi,,,,,
1221,kilimanjaro,wilaya ya same,mpinji,,,,,
1222,kilimanjaro,wilaya ya same,mshewa,,,,,
1223,kilimanjaro,wilaya ya same,msindo,,,,,
1224,kilimanjaro,wilaya ya same,mtii,,,,,
1225,kilimanjaro,wilaya ya same,mwembe,,,,,
1226,kilimanjaro,wilaya ya same,myamba,,,,,
1227,kilimanjaro,wilaya ya same,ndungu,,,,,
1228,kilimanjaro,wilaya ya same,njoro,,,,,
1229,kilimanjaro,wilaya ya same,ruvu,,,,,
1230,kilimanjaro,wilaya ya same,same,,,,,
1231,kilimanjaro,wilaya ya same,stesheni,,,,,
1232,kilimanjaro,wilaya ya same,suji,,,,,
1233,kilimanjaro,wilaya ya same,tae,,,,,
1234,kilimanjaro,wilaya ya same,vudee,,,,,
1235,kilimanjaro,wilaya ya same,vuje,,,,,
1236,kilimanjaro,wilaya ya same,vumari,,,,,
1237,kilimanjaro,wilaya ya same,vunta,,,,,
1238,kilimanjaro,wilaya ya siha,biriri,,,,,
1239,kilimanjaro,wilaya ya siha,donyomurwak,,,,,
1240,kilimanjaro,wilaya ya siha,gararagua,,,,,
1241,kilimanjaro,wilaya ya siha,ivaeny,,,,,
1242,kilimanjaro,wilaya ya siha,karansi,,,,,
1243,kilimanjaro,wilaya ya siha,kashashi,,,,,
1244,kilimanjaro,wilaya ya siha,kirua,,,,,
1245,kilimanjaro,wilaya ya siha,levishi,,,,,
1246,kilimanjaro,wilaya ya siha,makiwaru,,,,,
1247,kilimanjaro,wilaya ya siha,miti mirefu,,,,,
1248,kilimanjaro,wilaya ya siha,nasai,,,,,
1249,kilimanjaro,wilaya ya siha,ndumeti,,,,,
1250,kilimanjaro,wilaya ya siha,ngarenairobi,,,,,
1251,kilimanjaro,wilaya ya siha,olkolili,,,,,
1252,kilimanjaro,wilaya ya siha,ormelili,,,,,
1253,kilimanjaro,wilaya ya siha,sanya juu,,,,,
1254,kilimanjaro,wilaya ya siha,songu,,,,,
1255,lindi,manispaa ya lindi,chikonji,,,,,
1256,lindi,manispaa ya lindi,jamhuri,,,,,
1257,lindi,manispaa ya lindi,kitumbikwela,,,,,
1258,lindi,manispaa ya lindi,makonde,,,,,
1259,lindi,manispaa ya lindi,matopeni,,,,,
1260,lindi,manispaa ya lindi,mbanja,,,,,
1261,lindi,manispaa ya lindi,mikumbi,,,,,
1262,lindi,manispaa ya lindi,mingoyo,,,,,
1263,lindi,manispaa ya lindi,mitandi,,,,,
1264,lindi,manispaa ya lindi,mnazi mmoja,,,,,
1265,lindi,manispaa ya lindi,msinjahili,,,,,
1266,lindi,manispaa ya lindi,mtanda,,,,,
1267,lindi,manispaa ya lindi,mwenge,,,,,
1268,lindi,manispaa ya lindi,nachingwea,,,,,
1269,lindi,manispaa ya lindi,ndoro,,,,,
1270,lindi,manispaa ya lindi,ngapa,,,,,
1271,lindi,manispaa ya lindi,rahaleo,,,,,
1272,lindi,manispaa ya lindi,rasbura,,,,,
1273,lindi,manispaa ya lindi,tandangongoro,,,,,
1274,lindi,manispaa ya lindi,wailes,,,,,
1275,lindi,wilaya ya kilwa,chumo,,,,,
1276,lindi,wilaya ya kilwa,kandawale,,,,,
1277,lindi,wilaya ya kilwa,kibata,,,,,
1278,lindi,wilaya ya kilwa,kikole,,,,,
1279,lindi,wilaya ya kilwa,kinjumbi,,,,,
1280,lindi,wilaya ya kilwa,kipatimu,,,,,
1281,lindi,wilaya ya kilwa,kiranjeranje,,,,,
1282,lindi,wilaya ya kilwa,kivinjesingino,,,,,
1283,lindi,wilaya ya kilwa,lihimalyao,,,,,
1284,lindi,wilaya ya kilwa,likawage,,,,,
1285,lindi,wilaya ya kilwa,mandawa,,,,,
1286,lindi,wilaya ya kilwa,masoko,,,,,
1287,lindi,wilaya ya kilwa,miguruwe,,,,,
1288,lindi,wilaya ya kilwa,mingumbi,,,,,
1289,lindi,wilaya ya kilwa,miteja,,,,,
1290,lindi,wilaya ya kilwa,mitole,,,,,
1291,lindi,wilaya ya kilwa,najirinji,,,,,
1292,lindi,wilaya ya kilwa,namayuni,,,,,
1293,lindi,wilaya ya kilwa,njinjo,,,,,
1294,lindi,wilaya ya kilwa,pande mikoma,,,,,
1295,lindi,wilaya ya kilwa,somanga,,,,,
1296,lindi,wilaya ya kilwa,songosongo,,,,,
1297,lindi,wilaya ya kilwa,tingi,,,,,
1298,lindi,wilaya ya lindi,chiponda,,,,,
1299,lindi,wilaya ya lindi,kilangala,,,,,
1300,lindi,wilaya ya lindi,kilolambwani,,,,,
1301,lindi,wilaya ya lindi,kitomanga,,,,,
1302,lindi,wilaya ya lindi,kiwalala,,,,,
1303,lindi,wilaya ya lindi,kiwawa,,,,,
1304,lindi,wilaya ya lindi,longa,,,,,
1305,lindi,wilaya ya lindi,majengo,,,,,
1306,lindi,wilaya ya lindi,mandwanga,,,,,
1307,lindi,wilaya ya lindi,matimba,,,,,
1308,lindi,wilaya ya lindi,mchinga,,,,,
1309,lindi,wilaya ya lindi,milola,,,,,
1310,lindi,wilaya ya lindi,mipingo,,,,,
1311,lindi,wilaya ya lindi,mnara,,,,,
1312,lindi,wilaya ya lindi,mnolela,,,,,
1313,lindi,wilaya ya lindi,mtama,,,,,
1314,lindi,wilaya ya lindi,mtua,,,,,
1315,lindi,wilaya ya lindi,mtumbya,,,,,
1316,lindi,wilaya ya lindi,mvuleni,,,,,
1317,lindi,wilaya ya lindi,nachunyu,,,,,
1318,lindi,wilaya ya lindi,nahukahuka,,,,,
1319,lindi,wilaya ya lindi,namangale,,,,,
1320,lindi,wilaya ya lindi,namupa,,,,,
1321,lindi,wilaya ya lindi,nangaru,,,,,
1322,lindi,wilaya ya lindi,navanga,,,,,
1323,lindi,wilaya ya lindi,nyangamara,,,,,
1324,lindi,wilaya ya lindi,nyangao,,,,,
1325,lindi,wilaya ya lindi,nyengedi,,,,,
1326,lindi,wilaya ya lindi,pangatena,,,,,
1327,lindi,wilaya ya lindi,rutamba,,,,,
1328,lindi,wilaya ya lindi,sudi,,,,,
1329,lindi,wilaya ya liwale,barikiwa,,,,,
1330,lindi,wilaya ya liwale,kiangara,,,,,
1331,lindi,wilaya ya liwale,kibutuka,,,,,
1332,lindi,wilaya ya liwale,kichonda,,,,,
1333,lindi,wilaya ya liwale,kimambi,,,,,
1334,lindi,wilaya ya liwale,likongowele,,,,,
1335,lindi,wilaya ya liwale,lilombe,,,,,
1336,lindi,wilaya ya liwale,liwale b,,,,,
1337,lindi,wilaya ya liwale,liwale mjini,,,,,
1338,lindi,wilaya ya liwale,makata,,,,,
1339,lindi,wilaya ya liwale,mangirikiti,,,,,
1340,lindi,wilaya ya liwale,mbaya,,,,,
1341,lindi,wilaya ya liwale,mihumo,,,,,
1342,lindi,wilaya ya liwale,mirui,,,,,
1343,lindi,wilaya ya liwale,mkutano,,,,,
1344,lindi,wilaya ya liwale,mlembwe,,,,,
1345,lindi,wilaya ya liwale,mpigamiti,,,,,
1346,lindi,wilaya ya liwale,nangando,,,,,
1347,lindi,wilaya ya liwale,nangano,,,,,
1348,lindi,wilaya ya liwale,ngongowele,,,,,
1349,lindi,wilaya ya nachingwea,boma,,,,,
1350,lindi,wilaya ya nachingwea,chiola,,,,,
1351,lindi,wilaya ya nachingwea,kiegei,,,,,
1352,lindi,wilaya ya nachingwea,kilimanihewa,,,,,
1353,lindi,wilaya ya nachingwea,kilimarondo,,,,,
1354,lindi,wilaya ya nachingwea,kipara mnero,,,,,
1355,lindi,wilaya ya nachingwea,kipara mtua,,,,,
1356,lindi,wilaya ya nachingwea,lionja,,,,,
1357,lindi,wilaya ya nachingwea,marambo,,,,,
1358,lindi,wilaya ya nachingwea,matekwe,,,,,
1359,lindi,wilaya ya nachingwea,mbondo,,,,,
1360,lindi,wilaya ya nachingwea,mchonda,,,,,
1361,lindi,wilaya ya nachingwea,mitumbati,,,,,
1362,lindi,wilaya ya nachingwea,mkoka,,,,,
1363,lindi,wilaya ya nachingwea,mkotokuyana,,,,,
1364,lindi,wilaya ya nachingwea,mnero miembeni,,,,,
1365,lindi,wilaya ya nachingwea,mnerongongo,,,,,
1366,lindi,wilaya ya nachingwea,mpiruka,,,,,
1367,lindi,wilaya ya nachingwea,mtua,,,,,
1368,lindi,wilaya ya nachingwea,nachingwea,,,,,
1369,lindi,wilaya ya nachingwea,naipanga,,,,,
1370,lindi,wilaya ya nachingwea,naipingo,,,,,
1371,lindi,wilaya ya nachingwea,namapwia,,,,,
1372,lindi,wilaya ya nachingwea,namatula,,,,,
1373,lindi,wilaya ya nachingwea,nambambo,,,,,
1374,lindi,wilaya ya nachingwea,namikango,,,,,
1375,lindi,wilaya ya nachingwea,nangondo,,,,,
1376,lindi,wilaya ya nachingwea,nangowe,,,,,
1377,lindi,wilaya ya nachingwea,nditi,,,,,
1378,lindi,wilaya ya nachingwea,ndomoni,,,,,
1379,lindi,wilaya ya nachingwea,ngunichile,,,,,
1380,lindi,wilaya ya nachingwea,ruponda,,,,,
1381,lindi,wilaya ya nachingwea,stesheni,,,,,
1382,lindi,wilaya ya nachingwea,ugawaji,,,,,
1383,lindi,wilaya ya ruangwa,chibula,,,,,
1384,lindi,wilaya ya ruangwa,chienjele,,,,,
1385,lindi,wilaya ya ruangwa,chinongwe,,,,,
1386,lindi,wilaya ya ruangwa,chunyu,,,,,
1387,lindi,wilaya ya ruangwa,likunja,,,,,
1388,lindi,wilaya ya ruangwa,luchelegwa,,,,,
1389,lindi,wilaya ya ruangwa,makanjiro,,,,,
1390,lindi,wilaya ya ruangwa,malolo,,,,,
1391,lindi,wilaya ya ruangwa,mandarawe,,,,,
1392,lindi,wilaya ya ruangwa,mandawa,,,,,
1393,lindi,wilaya ya ruangwa,matambarale,,,,,
1394,lindi,wilaya ya ruangwa,mbekenyera,,,,,
1395,lindi,wilaya ya ruangwa,mbwemkuru machanganja,,,,,
1396,lindi,wilaya ya ruangwa,mnacho,,,,,
1397,lindi,wilaya ya ruangwa,nachingwea,,,,,
1398,lindi,wilaya ya ruangwa,nambilanje,,,,,
1399,lindi,wilaya ya ruangwa,namichiga,,,,,
1400,lindi,wilaya ya ruangwa,nandagala,,,,,
1401,lindi,wilaya ya ruangwa,nanganga,,,,,
1402,lindi,wilaya ya ruangwa,narungombe,,,,,
1403,lindi,wilaya ya ruangwa,nkowe,,,,,
1404,lindi,wilaya ya ruangwa,ruangwa,,,,,
1405,manyara,mji wa babati,babati,,,,,
1406,manyara,mji wa babati,bagara,,,,,
1407,manyara,mji wa babati,bonga,,,,,
1408,manyara,mji wa babati,maisaka,,,,,
1409,manyara,mji wa babati,mutuka,,,,,
1410,manyara,mji wa babati,nangara,,,,,
1411,manyara,mji wa babati,sigino,,,,,
1412,manyara,mji wa babati,singe,,,,,
1413,manyara,mji wa mbulu,ayamaami,,,,,
1414,manyara,mji wa mbulu,ayamohe,,,,,
1415,manyara,mji wa mbulu,bargish,,,,,
1416,manyara,mji wa mbulu,daudi,,,,,
1417,manyara,mji wa mbulu,endagikot,,,,,
1418,manyara,mji wa mbulu,gehandu,,,,,
1419,manyara,mji wa mbulu,gunyoda,,,,,
1420,manyara,mji wa mbulu,imboru,,,,,
1421,manyara,mji wa mbulu,kainam,,,,,
1422,manyara,mji wa mbulu,marangw,,,,,
1423,manyara,mji wa mbulu,murray,,,,,
1424,manyara,mji wa mbulu,nahasey,,,,,
1425,manyara,mji wa mbulu,nambis,,,,,
1426,manyara,mji wa mbulu,sanubaray,,,,,
1427,manyara,mji wa mbulu,silaloda,,,,,
1428,manyara,mji wa mbulu,tlawi,,,,,
1429,manyara,mji wa mbulu,uhuru,,,,,
1430,manyara,wilaya ya babati,arri,,,,,
1431,manyara,wilaya ya babati,ayalagaya,,,,,
1432,manyara,wilaya ya babati,ayasanda,,,,,
1433,manyara,wilaya ya babati,bashnet,,,,,
1434,manyara,wilaya ya babati,boay,,,,,
1435,manyara,wilaya ya babati,dabil,,,,,
1436,manyara,wilaya ya babati,dareda,,,,,
1437,manyara,wilaya ya babati,duru,,,,,
1438,manyara,wilaya ya babati,endakiso,,,,,
1439,manyara,wilaya ya babati,gallapo,,,,,
1440,manyara,wilaya ya babati,gidas,,,,,
1441,manyara,wilaya ya babati,kiru,,,,,
1442,manyara,wilaya ya babati,kisangaji,,,,,
1443,manyara,wilaya ya babati,madunga,,,,,
1444,manyara,wilaya ya babati,magara,,,,,
1445,manyara,wilaya ya babati,magugu,,,,,
1446,manyara,wilaya ya babati,mamire,,,,,
1447,manyara,wilaya ya babati,mwada,,,,,
1448,manyara,wilaya ya babati,nar,,,,,
1449,manyara,wilaya ya babati,nkaiti,,,,,
1450,manyara,wilaya ya babati,qameyu,,,,,
1451,manyara,wilaya ya babati,qash,,,,,
1452,manyara,wilaya ya babati,riroda,,,,,
1453,manyara,wilaya ya babati,sacheda,,,,,
1454,manyara,wilaya ya babati,ufana,,,,,
1455,manyara,wilaya ya hanang,balangdalalu,,,,,
1456,manyara,wilaya ya hanang,bassodesh,,,,,
1457,manyara,wilaya ya hanang,bassotu,,,,,
1458,manyara,wilaya ya hanang,dawar,,,,,
1459,manyara,wilaya ya hanang,dirma,,,,,
1460,manyara,wilaya ya hanang,dumbeta,,,,,
1461,manyara,wilaya ya hanang,endagaw,,,,,
1462,manyara,wilaya ya hanang,endasak,,,,,
1463,manyara,wilaya ya hanang,endasiwold,,,,,
1464,manyara,wilaya ya hanang,ganana,,,,,
1465,manyara,wilaya ya hanang,garawja,,,,,
1466,manyara,wilaya ya hanang,gehandu,,,,,
1467,manyara,wilaya ya hanang,gendabi,,,,,
1468,manyara,wilaya ya hanang,getanuwas,,,,,
1469,manyara,wilaya ya hanang,gidahababieg,,,,,
1470,manyara,wilaya ya hanang,gisambalang,,,,,
1471,manyara,wilaya ya hanang,gitting,,,,,
1472,manyara,wilaya ya hanang,hidet,,,,,
1473,manyara,wilaya ya hanang,hirbadaw,,,,,
1474,manyara,wilaya ya hanang,ishponga,,,,,
1475,manyara,wilaya ya hanang,jordom,,,,,
1476,manyara,wilaya ya hanang,katesh,,,,,
1477,manyara,wilaya ya hanang,laghanga,,,,,
1478,manyara,wilaya ya hanang,lalaji,,,,,
1479,manyara,wilaya ya hanang,masakta,,,,,
1480,manyara,wilaya ya hanang,masqaroda,,,,,
1481,manyara,wilaya ya hanang,measkron,,,,,
1482,manyara,wilaya ya hanang,mogitu,,,,,
1483,manyara,wilaya ya hanang,mulbadaw,,,,,
1484,manyara,wilaya ya hanang,nangwa,,,,,
1485,manyara,wilaya ya hanang,simbay,,,,,
1486,manyara,wilaya ya hanang,sirop,,,,,
1487,manyara,wilaya ya hanang,wareta,,,,,
1488,manyara,wilaya ya kiteto,bwagamoyo,,,,,
1489,manyara,wilaya ya kiteto,bwawani,,,,,
1490,manyara,wilaya ya kiteto,chapakazi,,,,,
1491,manyara,wilaya ya kiteto,dongo,,,,,
