ward_id_15,region_15,district_15,ward_15,region_10,district_10,ward_10,parent_overlap_pct,ward_id_10
515,geita,wilaya ya chato,buseresere,,,,,
516,geita,wilaya ya chato,butengorumasa,,,,,
517,geita,wilaya ya chato,buziku,,,,,
518,geita,wilaya ya chato,bwanga,,,,,
519,geita,wilaya ya chato,bwera,,,,,
520,geita,wilaya ya chato,bwina,,,,,
521,geita,wilaya ya chato,bwongera,,,,,
522,geita,wilaya ya chato,chato,,,,,
523,geita,wilaya ya chato,ichwankima,,,,,
524,geita,wilaya ya chato,ilemela,,,,,
525,geita,wilaya ya chato,ilyamchele,,,,,
526,geita,wilaya ya chato,iparamasa,,,,,
527,geita,wilaya ya chato,kachwamba,,,,,
528,geita,wilaya ya chato,kasenga,,,,,
529,geita,wilaya ya chato,katende,,,,,
530,geita,wilaya ya chato,kigongo,,,,,
531,geita,wilaya ya chato,makurugusi,,,,,
532,geita,wilaya ya chato,minkoto,,,,,
533,geita,wilaya ya chato,muganza,,,,,
534,geita,wilaya ya chato,muungano,,,,,
535,geita,wilaya ya chato,nyamirembe,,,,,
536,geita,wilaya ya chato,nyarutembo,,,,,
537,geita,wilaya ya geita,bugalama,,,,,
538,geita,wilaya ya geita,bugulula,,,,,
539,geita,wilaya ya geita,bujula,,,,,
540,geita,wilaya ya geita,bukoli,,,,,
541,geita,wilaya ya geita,bukondo,,,,,
542,geita,wilaya ya geita,busanda,,,,,
543,geita,wilaya ya geita,butobela,,,,,
544,geita,wilaya ya geita,butundwe,,,,,
545,geita,wilaya ya geita,chigunga,,,,,
546,geita,wilaya ya geita,isulwabutundwe,,,,,
547,geita,wilaya ya geita,izumacheli,,,,,
548,geita,wilaya ya geita,kagu,,,,,
549,geita,wilaya ya geita,kakubilo,,,,,
550,geita,wilaya ya geita,kamena,,,,,
551,geita,wilaya ya geita,kamhanga,,,,,
552,geita,wilaya ya geita,kaseme,,,,,
553,geita,wilaya ya geita,katoma,,,,,
554,geita,wilaya ya geita,katoro,,,,,
555,geita,wilaya ya geita,lubanga,,,,,
556,geita,wilaya ya geita,ludete,,,,,
557,geita,wilaya ya geita,lwezera,,,,,
558,geita,wilaya ya geita,magenge,,,,,
559,geita,wilaya ya geita,nkome,,,,,
560,geita,wilaya ya geita,nyachiluluma,,,,,
561,geita,wilaya ya geita,nyakagomba,,,,,
562,geita,wilaya ya geita,nyakamwaga,,,,,
563,geita,wilaya ya geita,nyalwanzaja,,,,,
564,geita,wilaya ya geita,nyamalimbe,,,,,
565,geita,wilaya ya geita,nyamboge,,,,,
566,geita,wilaya ya geita,nyamigota,,,,,
567,geita,wilaya ya geita,nyamwilolelwa,,,,,
568,geita,wilaya ya geita,nyarugusu,,,,,
569,geita,wilaya ya geita,nyaruyeye,,,,,
570,geita,wilaya ya geita,nyawilimilwa,,,,,
571,geita,wilaya ya geita,nzera,,,,,
572,geita,wilaya ya geita,rwamgasa,,,,,
573,geita,wilaya ya geita,senga,,,,,
574,geita,wilaya ya mbogwe,bukandwe,,,,,
575,geita,wilaya ya mbogwe,buningonzi,,,,,
576,geita,wilaya ya mbogwe,ikobe,,,,,
577,geita,wilaya ya mbogwe,ikunguigazi,,,,,
578,geita,wilaya ya mbogwe,ilolangulu,,,,,
579,geita,wilaya ya mbogwe,iponya,,,,,
580,geita,wilaya ya mbogwe,isebya,,,,,
581,geita,wilaya ya mbogwe,lugunga,,,,,
582,geita,wilaya ya mbogwe,lulembela,,,,,
583,geita,wilaya ya mbogwe,masumbwe,,,,,
584,geita,wilaya ya mbogwe,mbogwe,,,,,
585,geita,wilaya ya mbogwe,nanda,,,,,
586,geita,wilaya ya mbogwe,ngemo,,,,,
587,geita,wilaya ya mbogwe,nhomolwa,,,,,
588,geita,wilaya ya mbogwe,nyakafuru,,,,,
589,geita,wilaya ya mbogwe,nyasato,,,,,
590,geita,wilaya ya mbogwe,ushirika,,,,,
482,geita,wilaya ya nyanghwale,bukwimba,,,,,
483,geita,wilaya ya nyanghwale,busolwa,,,,,
484,geita,wilaya ya nyanghwale,izunya,,,,,
485,geita,wilaya ya nyanghwale,kaboha,,,,,
486,geita,wilaya ya nyanghwale,kafita,,,,,
487,geita,wilaya ya nyanghwale,kakora,,,,,
488,geita,wilaya ya nyanghwale,kharumwa,,,,,
489,geita,wilaya ya nyanghwale,mwingiro,,,,,
490,geita,wilaya ya nyanghwale,nundu,,,,,
491,geita,wilaya ya nyanghwale,nyabulanda,,,,,
492,geita,wilaya ya nyanghwale,nyamtukuza,,,,,
493,geita,wilaya ya nyanghwale,nyanghwale,,,,,
494,geita,wilaya ya nyanghwale,nyijundu,,,,,
495,geita,wilaya ya nyanghwale,nyugwa,,,,,
496,geita,wilaya ya nyanghwale,shabaka,,,,,
591,iringa,manispaa ya iringa,gangilonga,,,,,
592,iringa,manispaa ya iringa,igumbilo,,,,,
593,iringa,manispaa ya iringa,ilala,,,,,
594,iringa,manispaa ya iringa,isakalilo,,,,,
595,iringa,manispaa ya iringa,kihesa,,,,,
596,iringa,manispaa ya iringa,kitanzini,,,,,
597,iringa,manispaa ya iringa,kitwiru,,,,,
598,iringa,manispaa ya iringa,kwakilosa,,,,,
599,iringa,manispaa ya iringa,makorongoni,,,,,
600,iringa,manispaa ya iringa,mivinjeni,,,,,
601,iringa,manispaa ya iringa,mkimbizi,,,,,
602,iringa,manispaa ya iringa,mkwawa,,,,,
603,iringa,manispaa ya iringa,mlandege,,,,,
604,iringa,manispaa ya iringa,mshindo,,,,,
605,iringa,manispaa ya iringa,mtwivila,,,,,
606,iringa,manispaa ya iringa,mwangata,,,,,
607,iringa,manispaa ya iringa,nduli,,,,,
608,iringa,manispaa ya iringa,ruaha,,,,,
609,iringa,mji wa mafinga,boma,,,,,
610,iringa,mji wa mafinga,bumilayinga,,,,,
611,iringa,mji wa mafinga,changarawe,,,,,
612,iringa,mji wa mafinga,isalavanu,,,,,
613,iringa,mji wa mafinga,kinyanambo,,,,,
614,iringa,mji wa mafinga,rungemba,,,,,
615,iringa,mji wa mafinga,sao hill,,,,,
616,iringa,mji wa mafinga,upendo,,,,,
617,iringa,mji wa mafinga,wambi,,,,,
618,iringa,wilaya ya iringa,idodi,,,,,
619,iringa,wilaya ya iringa,ifunda,,,,,
620,iringa,wilaya ya iringa,ilolo mpya,,,,,
621,iringa,wilaya ya iringa,itunundu,,,,,
622,iringa,wilaya ya iringa,izazi,,,,,
623,iringa,wilaya ya iringa,kalenga,,,,,
624,iringa,wilaya ya iringa,kihanga,,,,,
625,iringa,wilaya ya iringa,kihogorota,,,,,
626,iringa,wilaya ya iringa,kisinga,,,,,
627,iringa,wilaya ya iringa,kiwere,,,,,
628,iringa,wilaya ya iringa,luhota,,,,,
629,iringa,wilaya ya iringa,lumuli,,,,,
630,iringa,wilaya ya iringa,lyamgungwe,,,,,
632,iringa,wilaya ya iringa,maboga,,,,,
633,iringa,wilaya ya iringa,magulilwa,,,,,
634,iringa,wilaya ya iringa,mahuninga,,,,,
635,iringa,wilaya ya iringa,masaka,,,,,
636,iringa,wilaya ya iringa,mboliboli,,,,,
637,iringa,wilaya ya iringa,mgama,,,,,
638,iringa,wilaya ya iringa,migoli,,,,,
639,iringa,wilaya ya iringa,mlenge,,,,,
640,iringa,wilaya ya iringa,mlowa,,,,,
631,iringa,wilaya ya iringa,mmakali,,,,,
641,iringa,wilaya ya iringa,mseke,,,,,
642,iringa,wilaya ya iringa,nyangoro,,,,,
643,iringa,wilaya ya iringa,nzihi,,,,,
644,iringa,wilaya ya iringa,ulanda,,,,,
645,iringa,wilaya ya iringa,wasa,,,,,
646,iringa,wilaya ya kilolo,boma la ngombe,,,,,
647,iringa,wilaya ya kilolo,dabaga,,,,,
648,iringa,wilaya ya kilolo,ibumu,,,,,
649,iringa,wilaya ya kilolo,idete,,,,,
650,iringa,wilaya ya kilolo,ihimbo,,,,,
651,iringa,wilaya ya kilolo,ilula,,,,,
652,iringa,wilaya ya kilolo,image,,,,,
653,iringa,wilaya ya kilolo,irole,,,,,
654,iringa,wilaya ya kilolo,kimala,,,,,
655,iringa,wilaya ya kilolo,kisinga,,,,,
656,iringa,wilaya ya kilolo,lugalo,,,,,
657,iringa,wilaya ya kilolo,mahenge,,,,,
658,iringa,wilaya ya kilolo,masisiwe,,,,,
659,iringa,wilaya ya kilolo,mlafu,,,,,
660,iringa,wilaya ya kilolo,mtitu,,,,,
661,iringa,wilaya ya kilolo,ngangange,,,,,
662,iringa,wilaya ya kilolo,nguruhe,,,,,
663,iringa,wilaya ya kilolo,nyalumbu,,,,,
664,iringa,wilaya ya kilolo,nyanzwa,,,,,
665,iringa,wilaya ya kilolo,ruaha mbuyuni,,,,,
666,iringa,wilaya ya kilolo,udekwa,,,,,
667,iringa,wilaya ya kilolo,uhambingeto,,,,,
668,iringa,wilaya ya kilolo,ukumbi,,,,,
669,iringa,wilaya ya kilolo,ukwega,,,,,
670,iringa,wilaya ya mufindi,idete,,,,,
671,iringa,wilaya ya mufindi,idunda,,,,,
672,iringa,wilaya ya mufindi,ifwagi,,,,,
673,iringa,wilaya ya mufindi,igombavanu,,,,,
674,iringa,wilaya ya mufindi,igowole,,,,,
675,iringa,wilaya ya mufindi,ihalimba,,,,,
676,iringa,wilaya ya mufindi,ihanu,,,,,
677,iringa,wilaya ya mufindi,ihowanza,,,,,
678,iringa,wilaya ya mufindi,ikongosi,,,,,
679,iringa,wilaya ya mufindi,ikweha,,,,,
680,iringa,wilaya ya mufindi,itandula,,,,,
681,iringa,wilaya ya mufindi,kasanga,,,,,
682,iringa,wilaya ya mufindi,kibengu,,,,,
683,iringa,wilaya ya mufindi,kiyowela,,,,,
684,iringa,wilaya ya mufindi,luhunga,,,,,
685,iringa,wilaya ya mufindi,maduma,,,,,
686,iringa,wilaya ya mufindi,makungu,,,,,
687,iringa,wilaya ya mufindi,malangali,,,,,
688,iringa,wilaya ya mufindi,mapanda,,,,,
689,iringa,wilaya ya mufindi,mbalamaziwa,,,,,
690,iringa,wilaya ya mufindi,mdabulo,,,,,
691,iringa,wilaya ya mufindi,mninga,,,,,
692,iringa,wilaya ya mufindi,mpangatazara,,,,,
693,iringa,wilaya ya mufindi,mtambula,,,,,
694,iringa,wilaya ya mufindi,mtwango,,,,,
695,iringa,wilaya ya mufindi,nyololo,,,,,
696,iringa,wilaya ya mufindi,sadani,,,,,
697,kagera,manispaa ya bukoba,bakoba,,,,,
698,kagera,manispaa ya bukoba,bilele,,,,,
699,kagera,manispaa ya bukoba,buhembe,,,,,
700,kagera,manispaa ya bukoba,hamugembe,,,,,
701,kagera,manispaa ya bukoba,ijuganyondo,,,,,
702,kagera,manispaa ya bukoba,kagondo,,,,,
703,kagera,manispaa ya bukoba,kahororo,,,,,
704,kagera,manispaa ya bukoba,kashai,,,,,
705,kagera,manispaa ya bukoba,kibeta,,,,,
706,kagera,manispaa ya bukoba,kitendaguro,,,,,
707,kagera,manispaa ya bukoba,miembeni,,,,,
708,kagera,manispaa ya bukoba,nshambya,,,,,
709,kagera,manispaa ya bukoba,nyanga,,,,,
710,kagera,manispaa ya bukoba,rwamishenye,,,,,
711,kagera,wilaya ya biharamulo,biharamulo mjini,,,,,
712,kagera,wilaya ya biharamulo,bisibo,,,,,
713,kagera,wilaya ya biharamulo,kabindi,,,,,
714,kagera,wilaya ya biharamulo,kalenge,,,,,
715,kagera,wilaya ya biharamulo,kaniha,,,,,
716,kagera,wilaya ya biharamulo,katahoka,,,,,
717,kagera,wilaya ya biharamulo,lusahunga,,,,,
718,kagera,wilaya ya biharamulo,nemba,,,,,
719,kagera,wilaya ya biharamulo,nyabusozi,,,,,
720,kagera,wilaya ya biharamulo,nyakahura,,,,,
721,kagera,wilaya ya biharamulo,nyamahanga,,,,,
722,kagera,wilaya ya biharamulo,nyamigogo,,,,,
723,kagera,wilaya ya biharamulo,nyantakara,,,,,
724,kagera,wilaya ya biharamulo,nyanza,,,,,
725,kagera,wilaya ya biharamulo,nyarubungo,,,,,
726,kagera,wilaya ya biharamulo,runazi,,,,,
727,kagera,wilaya ya biharamulo,ruziba,,,,,
728,kagera,wilaya ya bukoba,buhendangabo,,,,,
729,kagera,wilaya ya bukoba,bujugo,,,,,
730,kagera,wilaya ya bukoba,butelankuzi,,,,,
731,kagera,wilaya ya bukoba,ibwera,,,,,
732,kagera,wilaya ya bukoba,izimbya,,,,,
733,kagera,wilaya ya bukoba,kaagya,,,,,
734,kagera,wilaya ya bukoba,kaibanja,,,,,
735,kagera,wilaya ya bukoba,kanyengereko,,,,,
736,kagera,wilaya ya bukoba,karabagaine,,,,,
737,kagera,wilaya ya bukoba,kasharu,,,,,
738,kagera,wilaya ya bukoba,katerero,,,,,
739,kagera,wilaya ya bukoba,katoma,,,,,
740,kagera,wilaya ya bukoba,katoro,,,,,
741,kagera,wilaya ya bukoba,kemondo,,,,,
742,kagera,wilaya ya bukoba,kibirizi,,,,,
743,kagera,wilaya ya bukoba,kikomelo,,,,,
744,kagera,wilaya ya bukoba,kishanje,,,,,
745,kagera,wilaya ya bukoba,kishogo,,,,,
746,kagera,wilaya ya bukoba,kyaitoke,,,,,
747,kagera,wilaya ya bukoba,kyamulaile,,,,,
748,kagera,wilaya ya bukoba,maruku,,,,,
749,kagera,wilaya ya bukoba,mikoni,,,,,
750,kagera,wilaya ya bukoba,mugajwale,,,,,
751,kagera,wilaya ya bukoba,nyakato,,,,,
752,kagera,wilaya ya bukoba,nyakibimbili,,,,,
753,kagera,wilaya ya bukoba,rubafu,,,,,
754,kagera,wilaya ya bukoba,rubale,,,,,
755,kagera,wilaya ya bukoba,ruhunga,,,,,
756,kagera,wilaya ya bukoba,rukoma,,,,,
757,kagera,wilaya ya karagwe,bugene,,,,,
758,kagera,wilaya ya karagwe,bweranyange,,,,,
759,kagera,wilaya ya karagwe,chanika,,,,,
760,kagera,wilaya ya karagwe,chonyonyo,,,,,
761,kagera,wilaya ya karagwe,igurwa,,,,,
762,kagera,wilaya ya karagwe,ihanda,,,,,
763,kagera,wilaya ya karagwe,ihembe,,,,,
764,kagera,wilaya ya karagwe,kamagambo,,,,,
765,kagera,wilaya ya karagwe,kanoni,,,,,
766,kagera,wilaya ya karagwe,kayanga,,,,,
767,kagera,wilaya ya karagwe,kibondo,,,,,
768,kagera,wilaya ya karagwe,kihanga,,,,,
769,kagera,wilaya ya karagwe,kiruruma,,,,,
770,kagera,wilaya ya karagwe,kituntu,,,,,
771,kagera,wilaya ya karagwe,ndama,,,,,
772,kagera,wilaya ya karagwe,nyabiyonza,,,,,
773,kagera,wilaya ya karagwe,nyaishozi,,,,,
774,kagera,wilaya ya karagwe,nyakabanga,,,,,
775,kagera,wilaya ya karagwe,nyakahanga,,,,,
776,kagera,wilaya ya karagwe,nyakakika,,,,,
777,kagera,wilaya ya karagwe,nyakasimbi,,,,,
778,kagera,wilaya ya karagwe,rugera,,,,,
779,kagera,wilaya ya karagwe,rugu,,,,,
780,kagera,wilaya ya kyerwa,bugara,,,,,
781,kagera,wilaya ya kyerwa,bugomora,,,,,
782,kagera,wilaya ya kyerwa,businde,,,,,
783,kagera,wilaya ya kyerwa,isingiro,,,,,
784,kagera,wilaya ya kyerwa,iteera,,,,,
785,kagera,wilaya ya kyerwa,kaisho,,,,,
786,kagera,wilaya ya kyerwa,kakanja,,,,,
787,kagera,wilaya ya kyerwa,kamuli,,,,,
788,kagera,wilaya ya kyerwa,kibare,,,,,
789,kagera,wilaya ya kyerwa,kibingo,,,,,
790,kagera,wilaya ya kyerwa,kikukuru,,,,,
791,kagera,wilaya ya kyerwa,kimuli,,,,,
792,kagera,wilaya ya kyerwa,kitwe,,,,,
793,kagera,wilaya ya kyerwa,kitwechenkura,,,,,
794,kagera,wilaya ya kyerwa,kyerwa,,,,,
795,kagera,wilaya ya kyerwa,mabira,,,,,
796,kagera,wilaya ya kyerwa,murongo,,,,,
797,kagera,wilaya ya kyerwa,nkwenda,,,,,
798,kagera,wilaya ya kyerwa,nyakatuntu,,,,,
799,kagera,wilaya ya kyerwa,nyaruzumbura,,,,,
800,kagera,wilaya ya kyerwa,rukuraijo,,,,,
801,kagera,wilaya ya kyerwa,rutunguru,,,,,
802,kagera,wilaya ya kyerwa,rwabwere,,,,,
803,kagera,wilaya ya kyerwa,songambele,,,,,
804,kagera,wilaya ya missenyi,bugandika,,,,,
805,kagera,wilaya ya missenyi,bugorora,,,,,
806,kagera,wilaya ya missenyi,buyango,,,,,
807,kagera,wilaya ya missenyi,bwanjai,,,,,
808,kagera,wilaya ya missenyi,gera,,,,,
809,kagera,wilaya ya missenyi,ishozi,,,,,
810,kagera,wilaya ya missenyi,ishunju,,,,,
811,kagera,wilaya ya missenyi,kakunyu,,,,,
812,kagera,wilaya ya missenyi,kanyigo,,,,,
813,kagera,wilaya ya missenyi,kasambya,,,,,
814,kagera,wilaya ya missenyi,kashenye,,,,,
815,kagera,wilaya ya missenyi,kilimilile,,,,,
816,kagera,wilaya ya missenyi,kitobo,,,,,
817,kagera,wilaya ya missenyi,kyaka,,,,,
818,kagera,wilaya ya missenyi,mabale,,,,,
819,kagera,wilaya ya missenyi,minziro,,,,,
820,kagera,wilaya ya missenyi,mushasha,,,,,
821,kagera,wilaya ya missenyi,mutukula,,,,,
822,kagera,wilaya ya missenyi,nsunga,,,,,
823,kagera,wilaya ya missenyi,ruzinga,,,,,
824,kagera,wilaya ya muleba,biirabo,,,,,
825,kagera,wilaya ya muleba,bisheke,,,,,
826,kagera,wilaya ya muleba,buganguzi,,,,,
827,kagera,wilaya ya muleba,buhangaza,,,,,
828,kagera,wilaya ya muleba,bulyakashaju,,,,,
829,kagera,wilaya ya muleba,bumbire,,,,,
830,kagera,wilaya ya muleba,bureza,,,,,
831,kagera,wilaya ya muleba,burungura,,,,,
832,kagera,wilaya ya muleba,goziba,,,,,
833,kagera,wilaya ya muleba,gwanseli,,,,,
834,kagera,wilaya ya muleba,ibuga,,,,,
835,kagera,wilaya ya muleba,ijumbi,,,,,
836,kagera,wilaya ya muleba,ikondo,,,,,
837,kagera,wilaya ya muleba,ikuza,,,,,
838,kagera,wilaya ya muleba,izigo,,,,,
839,kagera,wilaya ya muleba,kabirizi,,,,,
840,kagera,wilaya ya muleba,kagoma,,,,,
841,kagera,wilaya ya muleba,kamachumu,,,,,
842,kagera,wilaya ya muleba,karambi,,,,,
843,kagera,wilaya ya muleba,kasharunga,,,,,
844,kagera,wilaya ya muleba,kashasha,,,,,
845,kagera,wilaya ya muleba,katoke,,,,,
846,kagera,wilaya ya muleba,kerebe,,,,,
847,kagera,wilaya ya muleba,kibanga,,,,,
848,kagera,wilaya ya muleba,kikuku,,,,,
849,kagera,wilaya ya muleba,kimwani,,,,,
850,kagera,wilaya ya muleba,kishanda,,,,,
851,kagera,wilaya ya muleba,kyebitembe,,,,,
852,kagera,wilaya ya muleba,mafumbo,,,,,
853,kagera,wilaya ya muleba,magatakarutanga,,,,,
854,kagera,wilaya ya muleba,mayondwe,,,,,
855,kagera,wilaya ya muleba,mazinga,,,,,
856,kagera,wilaya ya muleba,mubunda,,,,,
857,kagera,wilaya ya muleba,muhutwe,,,,,
858,kagera,wilaya ya muleba,muleba,,,,,
859,kagera,wilaya ya muleba,mushabago,,,,,
860,kagera,wilaya ya muleba,ngenge,,,,,
861,kagera,wilaya ya muleba,nshamba,,,,,
862,kagera,wilaya ya muleba,nyakabango,,,,,
863,kagera,wilaya ya muleba,nyakatanga,,,,,
864,kagera,wilaya ya muleba,ruhanga,,,,,
865,kagera,wilaya ya muleba,rulanda,,,,,
866,kagera,wilaya ya muleba,rutoro,,,,,
867,kagera,wilaya ya ngara,bugarama,,,,,
868,kagera,wilaya ya ngara,bukiriro,,,,,
869,kagera,wilaya ya ngara,kabanga,,,,,
870,kagera,wilaya ya ngara,kanazi,,,,,
871,kagera,wilaya ya ngara,kasulo,,,,,
872,kagera,wilaya ya ngara,keza,,,,,
873,kagera,wilaya ya ngara,kibimba,,,,,
874,kagera,wilaya ya ngara,kibogora,,,,,
875,kagera,wilaya ya ngara,kirushya,,,,,
876,kagera,wilaya ya ngara,mabawe,,,,,
877,kagera,wilaya ya ngara,mbuba,,,,,
878,kagera,wilaya ya ngara,muganza,,,,,
879,kagera,wilaya ya ngara,mugoma,,,,,
880,kagera,wilaya ya ngara,murukulazo,,,,,
881,kagera,wilaya ya ngara,murusagamba,,,,,
882,kagera,wilaya ya ngara,ngara mjini,,,,,
883,kagera,wilaya ya ngara,ntobeye,,,,,
884,kagera,wilaya ya ngara,nyakisasa,,,,,
885,kagera,wilaya ya ngara,nyamagoma,,,,,
886,kagera,wilaya ya ngara,nyamiaga,,,,,
887,kagera,wilaya ya ngara,rulenge,,,,,
888,kagera,wilaya ya ngara,rusumo,,,,,
889,katavi,manispaa ya mpanda,ilembo,,,,,
890,katavi,manispaa ya mpanda,kakese,,,,,
891,katavi,manispaa ya mpanda,kashaulili,,,,,
892,katavi,manispaa ya mpanda,kasokola,,,,,
893,katavi,manispaa ya mpanda,kawajense,,,,,
894,katavi,manispaa ya mpanda,kazima,,,,,
895,katavi,manispaa ya mpanda,magamba,,,,,
896,katavi,manispaa ya mpanda,majengo,,,,,
897,katavi,manispaa ya mpanda,makanyagio,,,,,
898,katavi,manispaa ya mpanda,misunkumilo,,,,,
899,katavi,manispaa ya mpanda,mpanda hotel,,,,,
900,katavi,manispaa ya mpanda,mwamkulu,,,,,
901,katavi,manispaa ya mpanda,nsemulwa,,,,,
902,katavi,manispaa ya mpanda,shanwe,,,,,
903,katavi,manispaa ya mpanda,uwanja wa ndege,,,,,
904,katavi,wilaya ya mlele,ilela,,,,,
905,katavi,wilaya ya mlele,ilunde,,,,,
906,katavi,wilaya ya mlele,inyonga,,,,,
907,katavi,wilaya ya mlele,kamsisi,,,,,
908,katavi,wilaya ya mlele,nsekwa,,,,,
909,katavi,wilaya ya mlele,utende,,,,,
910,katavi,wilaya ya mpanda,bulamata,,,,,
911,katavi,wilaya ya mpanda,ikola,,,,,
912,katavi,wilaya ya mpanda,ilangu,,,,,
913,katavi,wilaya ya mpanda,ipwaga,,,,,
914,katavi,wilaya ya mpanda,isengule,,,,,
915,katavi,wilaya ya mpanda,kabungu,,,,,
916,katavi,wilaya ya mpanda,kapalamsenga,,,,,
917,katavi,wilaya ya mpanda,karema,,,,,
918,katavi,wilaya ya mpanda,kasekese,,,,,
919,katavi,wilaya ya mpanda,katuma,,,,,
920,katavi,wilaya ya mpanda,mishamo,,,,,
921,katavi,wilaya ya mpanda,mnyagala,,,,,
922,katavi,wilaya ya mpanda,mpandandogo,,,,,
923,katavi,wilaya ya mpanda,mwese,,,,,
924,katavi,wilaya ya mpanda,sibwesa,,,,,
925,katavi,wilaya ya mpanda,tongwe,,,,,
926,katavi,wilaya ya mpimbwe,chamalendi,,,,,
927,katavi,wilaya ya mpimbwe,ikuba,,,,,
928,katavi,wilaya ya mpimbwe,kasansa,,,,,
929,katavi,wilaya ya mpimbwe,kibaoni,,,,,
930,katavi,wilaya ya mpimbwe,majimoto,,,,,
931,katavi,wilaya ya mpimbwe,mamba,,,,,
932,katavi,wilaya ya mpimbwe,mbede,,,,,
933,katavi,wilaya ya mpimbwe,mwamapuli,,,,,
934,katavi,wilaya ya mpimbwe,usevya,,,,,
935,katavi,wilaya ya nsimbo,ibindi,,,,,
936,katavi,wilaya ya nsimbo,itenka,,,,,
937,katavi,wilaya ya nsimbo,kanoge,,,,,
938,katavi,wilaya ya nsimbo,kapalala,,,,,
939,katavi,wilaya ya nsimbo,katumba,,,,,
940,katavi,wilaya ya nsimbo,litapunga,,,,,
941,katavi,wilaya ya nsimbo,machimboni,,,,,
942,katavi,wilaya ya nsimbo,mtapenda,,,,,
943,katavi,wilaya ya nsimbo,nsimbo,,,,,
944,katavi,wilaya ya nsimbo,sitalike,,,,,
945,katavi,wilaya ya nsimbo,ugalla,,,,,
946,katavi,wilaya ya nsimbo,uruwila,,,,,
947,kigoma,manispaa ya kigoma ujiji,bangwe,,,,,
948,kigoma,manispaa ya kigoma ujiji,buhanda,,,,,
949,kigoma,manispaa ya kigoma ujiji,businde,,,,,
950,kigoma,manispaa ya kigoma ujiji,buzebazeba,,,,,
951,kigoma,manispaa ya kigoma ujiji,gungu,,,,,
952,kigoma,manispaa ya kigoma ujiji,kagera,,,,,
953,kigoma,manispaa ya kigoma ujiji,kasimbu,,,,,
954,kigoma,manispaa ya kigoma ujiji,kasingirima,,,,,
955,kigoma,manispaa ya kigoma ujiji,katubuka,,,,,
956,kigoma,manispaa ya kigoma ujiji,kibirizi,,,,,
957,kigoma,manispaa ya kigoma ujiji,kigoma,,,,,
958,kigoma,manispaa ya kigoma ujiji,kipampa,,,,,
959,kigoma,manispaa ya kigoma ujiji,kitongoni,,,,,
960,kigoma,manispaa ya kigoma ujiji,machinjioni,,,,,
961,kigoma,manispaa ya kigoma ujiji,majengo,,,,,
962,kigoma,manispaa ya kigoma ujiji,mwanga kaskazini,,,,,
963,kigoma,manispaa ya kigoma ujiji,mwanga kusini,,,,,
964,kigoma,manispaa ya kigoma ujiji,rubuga,,,,,
965,kigoma,manispaa ya kigoma ujiji,rusimbi,,,,,
966,kigoma,mji wa kasulu,heru juu,,,,,
967,kigoma,mji wa kasulu,kigondo,,,,,
968,kigoma,mji wa kasulu,kimobwa,,,,,
969,kigoma,mji wa kasulu,kumnyika,,,,,
970,kigoma,mji wa kasulu,kumsenga,,,,,
971,kigoma,mji wa kasulu,muganza,,,,,
972,kigoma,mji wa kasulu,muhunga,,,,,
973,kigoma,mji wa kasulu,murubona,,,,,
974,kigoma,mji wa kasulu,murufiti,,,,,
975,kigoma,mji wa kasulu,murusi,,,,,
976,kigoma,mji wa kasulu,musambara,,,,,
977,kigoma,mji wa kasulu,mwilamvya,,,,,
978,kigoma,mji wa kasulu,nyansha,,,,,
979,kigoma,mji wa kasulu,nyumbigwa,,,,,
980,kigoma,mji wa kasulu,ruhita,,,,,
981,kigoma,wilaya ya buhigwe,biharu,,,,,
982,kigoma,wilaya ya buhigwe,buhigwe,,,,,
983,kigoma,wilaya ya buhigwe,bukuba,,,,,
984,kigoma,wilaya ya buhigwe,janda,,,,,
985,kigoma,wilaya ya buhigwe,kajana,,,,,
986,kigoma,wilaya ya buhigwe,kibande,,,,,
987,kigoma,wilaya ya buhigwe,kibwigwa,,,,,
988,kigoma,wilaya ya buhigwe,kilelema,,,,,
989,kigoma,wilaya ya buhigwe,kinazi,,,,,
990,kigoma,wilaya ya buhigwe,mkatanga,,,,,
991,kigoma,wilaya ya buhigwe,mubanga,,,,,
992,kigoma,wilaya ya buhigwe,mugera,,,,,
993,kigoma,wilaya ya buhigwe,muhinda,,,,,
994,kigoma,wilaya ya buhigwe,munanila,,,,,
995,kigoma,wilaya ya buhigwe,munyegera,,,,,
996,kigoma,wilaya ya buhigwe,munzeze,,,,,
997,kigoma,wilaya ya buhigwe,muyama,,,,,
998,kigoma,wilaya ya buhigwe,mwayaya,,,,,
999,kigoma,wilaya ya buhigwe,nyamugali,,,,,
1000,kigoma,wilaya ya buhigwe,rusaba,,,,,
1001,kigoma,wilaya ya kakonko,gwanumpu,,,,,
1002,kigoma,wilaya ya kakonko,gwarama,,,,,
1003,kigoma,wilaya ya kakonko,kakonko,,,,,
1004,kigoma,wilaya ya kakonko,kanyonza,,,,,
1005,kigoma,wilaya ya kakonko,kasanda,,,,,
1006,kigoma,wilaya ya kakonko,kasuga,,,,,
1007,kigoma,wilaya ya kakonko,katanga,,,,,
1008,kigoma,wilaya ya kakonko,kiziguzigu,,,,,
1009,kigoma,wilaya ya kakonko,mugunzu,,,,,
1010,kigoma,wilaya ya kakonko,muhange,,,,,
1011,kigoma,wilaya ya kakonko,nyabibuye,,,,,
