hh1,hh2,b04_district,strate,b05_region,b06_departemen,b07_souspref,b08_commune,b09_zd,b10_nomvillag,b11_quartcpt,milieu,pop_density
1024,12,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,41,FERKE,LANVIARA,Urbain,56.46146616541353
1030,3,11,tchologo,tchologo,ferkessedougou,tognere,non communal,60090,KALAKALA,TIDJANE,Rural,56.46146616541353
1024,8,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,410,FERKESSEDOUGOU,LANVIARA,Urbain,56.46146616541353
1030,12,11,tchologo,tchologo,ferkessedougou,tognere,non communal,60090,KALAKALA,NAGAPLA,Rural,56.46146616541353
1023,2,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,240,FERKESSEDOUGOU,GARE,Urbain,56.46146616541353
1022,4,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,150,FERKESSEDOUGOU,ZINDEL,Urbain,56.46146616541353
1024,1,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,410,FERKESSEDOUGOU,LANVIARA,Urbain,56.46146616541353
1026,6,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,450,LANVIARA,LANVIARA,Urbain,56.46146616541353
1030,10,11,tchologo,tchologo,ferkessedougou,tognere,non communal,60090,KALAKALA,NAGAPLA,Rural,56.46146616541353
1030,4,11,tchologo,tchologo,ferkessedougou,tognere,non communal,60090,KALAKALA,KALAKALA,Rural,56.46146616541353
1025,11,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,440,FERKESSEDOUGOU,LANVIARA,Urbain,56.46146616541353
1022,7,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,150,FERKESSEDOUGOU,ZINDEL,Urbain,56.46146616541353
1027,12,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,60110,FANDEREKAHA,PEYARAVOGO,Rural,56.46146616541353
1026,8,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,450,FERKE,LANVIARA,Urbain,56.46146616541353
1029,5,11,tchologo,tchologo,ferkessedougou,koumbala,non communal,60020,YARABELE,YARABELE,Rural,56.46146616541353
1027,11,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,60110,FANDEREKAHA,PEYARAVOGO,Rural,56.46146616541353
1028,3,11,tchologo,tchologo,ferkessedougou,ferkessedougou,non communal,60340,TIEKPE,KIEPETCHEKEVOGO,Rural,56.46146616541353
1022,1,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,150,FERKESSEDOUGOU,ZINDEL,Urbain,56.46146616541353
1028,2,11,tchologo,tchologo,ferkessedougou,ferkessedougou,non communal,60340,TIEKPE,KIPETCHEKEVOGO,Rural,56.46146616541353
1025,9,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,440,FERKESSEDOUGOU,LANVIARA,Urbain,56.46146616541353
1023,4,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,240,FERKESSEDOUGOU,GARE,Urbain,56.46146616541353
1029,10,11,tchologo,tchologo,ferkessedougou,koumbala,communal,60020,NAMBEKAHA,NAMBEKAHA,Rural,56.46146616541353
1023,12,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,240,FERKE,GARE,Urbain,56.46146616541353
1027,8,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,60110,FANDEREKAHA,GBOMALEVOGO,Rural,56.46146616541353
1023,3,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,240,FERKESSEDOUGOU,GARE,Urbain,56.46146616541353
1024,5,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,410,FERKESSEDOUGOU,LANVIARA,Urbain,56.46146616541353
1028,12,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,60340,TIEKPE,SANIVOGO,Rural,56.46146616541353
1026,4,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,450,FERKE,LANVIARA,Urbain,56.46146616541353
1024,10,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,41,FERKE,LANVIARA,Urbain,56.46146616541353
1025,7,11,tchologo,tchologo,ferkessedougou,ferkessedougou,communal,440,FERKESSEDOUGOU,LANVIARA,Urbain,56.46146616541353
830,5,3,gbokle,gbokle,fresco,fresco,non communal,60380,DASSIOKO,DASSIOKO,Rural,63.75465838509317
829,1,3,gbokle,gbokle,fresco,fresco,non communal,60260,KOSSO,LELEDOU,Rural,63.75465838509317
826,6,3,gbokle,gbokle,fresco,dahiri,non communal,60180,GOMENEBERI,,Rural,63.75465838509317
828,1,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAN 2,LOULOUDOU,Rural,63.75465838509317
829,12,3,gbokle,gbokle,fresco,fresco,non communal,60260,DASSIOKO,LELE,Rural,63.75465838509317
826,5,3,gbokle,gbokle,fresco,dahiri,non communal,60180,GOMENEBERI,,Rural,63.75465838509317
831,3,3,gbokle,gbokle,fresco,fresco,non communal,40010,GBAGBAM,ALOUGROU,Urbain,63.75465838509317
831,2,3,gbokle,gbokle,fresco,gbagbam,non communal,40010,GBAGBAM,ALOUGROU,Urbain,63.75465838509317
832,3,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,ROGERKRO,Urbain,63.75465838509317
831,10,3,gbokle,gbokle,fresco,gbagbam,non communal,40010,GBAGBAM,ALOUGROU,Urbain,63.75465838509317
830,12,3,gbokle,gbokle,fresco,fresco,non communal,60380,DASSIOKO,,Rural,63.75465838509317
828,9,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAN 2,LOULOUDOU,Rural,63.75465838509317
826,11,3,gbokle,gbokle,fresco,dahiri,non communal,60180,GOMENEBERI,,Rural,63.75465838509317
830,4,3,gbokle,gbokle,fresco,fresco,non communal,6056,DASSIOKO,,Rural,63.75465838509317
829,6,3,gbokle,gbokle,fresco,fresco,non communal,60260,KOSSO,LELEDOU,Rural,63.75465838509317
827,9,3,gbokle,gbokle,fresco,dahiri,non communal,60270,ZERIBERI,CARREFOUR DIOMANDE,Rural,63.75465838509317
827,6,3,gbokle,gbokle,fresco,dahiri,non communal,60270,ZERIBERI,DIOMANDE CARREFOUR,Rural,63.75465838509317
831,8,3,gbokle,gbokle,fresco,gbagbam,non communal,40010,GBAGBAM,,Urbain,63.75465838509317
828,3,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAN2,LOULOUDOU,Rural,63.75465838509317
832,5,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,KOUASSI BLEKRO,Urbain,63.75465838509317
829,10,3,gbokle,gbokle,fresco,fresco,non communal,60260,KOSSO,LELEDOU,Rural,63.75465838509317
828,4,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAN 2,LOULOUDOU,Rural,63.75465838509317
828,2,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAN 2,LOULOUDOU,Rural,63.75465838509317
830,6,3,gbokle,gbokle,fresco,fresco,non communal,60380,DASSIOKO,DASSIOKO,Rural,63.75465838509317
829,3,3,gbokle,gbokle,fresco,fresco,non communal,60260,KOSSO,LELEDOU,Rural,63.75465838509317
830,2,3,gbokle,gbokle,fresco,fresco,non communal,60380,DASSIOKO,DASSIOKO,Rural,63.75465838509317
829,5,3,gbokle,gbokle,fresco,fresco,non communal,60260,LELEDOU,LELEDOU,Rural,63.75465838509317
830,10,3,gbokle,gbokle,fresco,fresco,non communal,60380,DASSIOKO,,Rural,63.75465838509317
826,9,3,gbokle,gbokle,fresco,dahiri,non communal,60180,GOMENEBERI,,Rural,63.75465838509317
826,2,3,gbokle,gbokle,fresco,gbagbam,non communal,60180,GOMENEBERI,GOMENEBERI,Rural,63.75465838509317
829,11,3,gbokle,gbokle,fresco,fresco,non communal,60260,DASSIOKO,LELE,Rural,63.75465838509317
831,9,3,gbokle,gbokle,fresco,gbagbam,non communal,40010,GBAGBAM,CIMETIERE,Urbain,63.75465838509317
830,8,3,gbokle,gbokle,fresco,fresco,non communal,60380,DASSIOKO,,Rural,63.75465838509317
832,6,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,ALLIDJANKRO,Urbain,63.75465838509317
830,7,3,gbokle,gbokle,fresco,fresco,non communal,60380,FRESCO,DASSIOKO,Rural,63.75465838509317
826,10,3,gbokle,gbokle,fresco,dahiri,non communal,60180,GOMENEBERI,,Rural,63.75465838509317
832,1,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,ROGERKRO,Urbain,63.75465838509317
828,6,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAMN 2,LOULOUDOU,Rural,63.75465838509317
829,2,3,gbokle,gbokle,fresco,fresco,non communal,60380,LELEDOU,LELEDOU,Rural,63.75465838509317
826,7,3,gbokle,gbokle,fresco,dahiri,non communal,60180,GOMENEBERI,,Rural,63.75465838509317
830,1,3,gbokle,gbokle,fresco,fresco,non communal,60380,DASSIOKO,DASSIOKO,Rural,63.75465838509317
829,8,3,gbokle,gbokle,fresco,fresco,non communal,60260,KOSSO,LELEDOU,Rural,63.75465838509317
831,4,3,gbokle,gbokle,fresco,gbagbam,non communal,40010,GBAGBAM,ALOUGROU,Urbain,63.75465838509317
827,12,3,gbokle,gbokle,fresco,dahiri,non communal,60270,ZERIBERI,CARREFOUR DIOMANDE,Rural,63.75465838509317
828,10,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAN,LOULOUDOU,Rural,63.75465838509317
828,12,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAN,LOULOUDOU,Rural,63.75465838509317
828,8,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAN,LOULOUDOU,Rural,63.75465838509317
828,5,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAN 2,LOULOUDOU,Rural,63.75465838509317
831,12,3,gbokle,gbokle,fresco,gbagbam,non communal,40010,GBAGBAM,ALOUGROU,Urbain,63.75465838509317
832,4,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,KOUASSI BLEKRO,Urbain,63.75465838509317
832,12,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,PAULKRO,Urbain,63.75465838509317
826,8,3,gbokle,gbokle,fresco,dahiri,non communal,60180,GOMENEBERI,,Rural,63.75465838509317
831,5,3,gbokle,gbokle,fresco,gbagbam,non communal,40010,GBAGBAM,ALOUGROU,Urbain,63.75465838509317
827,8,3,gbokle,gbokle,fresco,dahiri,non communal,60270,ZERIBERI,DIOMANDE CARREFOUR,Rural,63.75465838509317
827,1,3,gbokle,gbokle,fresco,dahiri,non communal,60270,ZERIBERI,N ZUEKRO,Rural,63.75465838509317
830,11,3,gbokle,gbokle,fresco,fresco,non communal,60380,FRESCO,DASSIOKO,Rural,63.75465838509317
830,3,3,gbokle,gbokle,fresco,fresco,non communal,60380,FRESCO,DASSIOKO,Rural,63.75465838509317
832,10,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,DJIGUEMDE SALIF,Urbain,63.75465838509317
832,2,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,ROGERKRO,Urbain,63.75465838509317
829,7,3,gbokle,gbokle,fresco,fresco,non communal,60260,KOSSO,LELEDOU,Rural,63.75465838509317
826,3,3,gbokle,gbokle,fresco,gbagbam,non communal,60180,GOMENEBERI,GOMENEBERI,Rural,63.75465838509317
831,6,3,gbokle,gbokle,fresco,gbagbam,non communal,40010,GBAGBAM,,Urbain,63.75465838509317
827,2,3,gbokle,gbokle,fresco,dahiri,non communal,60270,ZERIBERI,PETIT WALEBO,Rural,63.75465838509317
827,3,3,gbokle,gbokle,fresco,dahiri,non communal,60270,ZERIBERI,,Rural,63.75465838509317
832,7,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,ALLIDJANKRO,Urbain,63.75465838509317
827,7,3,gbokle,gbokle,fresco,dahiri,non communal,60270,ZERIBERI,CARREFOU DIOMANDE,Rural,63.75465838509317
826,4,3,gbokle,gbokle,fresco,gbagbam,non communal,60180,GOMENEBERI,GOMENEBERI,Rural,63.75465838509317
826,12,3,gbokle,gbokle,fresco,dahiri,non communal,60180,GOMENEBERI,,Rural,63.75465838509317
827,10,3,gbokle,gbokle,fresco,dahiri,non communal,60270,ZERIBERI,CARREFOUR DIOMANDE,Rural,63.75465838509317
831,7,3,gbokle,gbokle,fresco,gbagbam,non communal,40010,GBAGBAM,,Urbain,63.75465838509317
831,11,3,gbokle,gbokle,fresco,gbagbam,non communal,40010,GBAGBAM,ALOUGROU,Urbain,63.75465838509317
829,4,3,gbokle,gbokle,fresco,fresco,non communal,60260,KOSSO,LELEDOU,Rural,63.75465838509317
828,7,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAN 2,LOULOUDOU,Rural,63.75465838509317
827,11,3,gbokle,gbokle,fresco,dahiri,non communal,60270,ZERIBERI,CARREFOUR DIOMANDE,Rural,63.75465838509317
826,1,3,gbokle,gbokle,fresco,gbagbam,non communal,60180,GOMENEBERI,GOMENEBERI,Rural,63.75465838509317
831,1,3,gbokle,gbokle,fresco,gbagbam,non communal,40010,GBAGBAM,ALOUGROU,Urbain,63.75465838509317
827,4,3,gbokle,gbokle,fresco,dahiri,non communal,60270,ZERIBERI,DIOMANDE CARREFOUR,Rural,63.75465838509317
828,11,3,gbokle,gbokle,fresco,fresco,non communal,60180,ZEGBAN 2,LOULOUDOU,Rural,63.75465838509317
830,9,3,gbokle,gbokle,fresco,fresco,non communal,60380,FRESCO,DASSIOKO,Rural,63.75465838509317
832,8,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,KOUASSIKANKRO,Urbain,63.75465838509317
827,5,3,gbokle,gbokle,fresco,dahiri,non communal,60270,DIOMANDE CARREFOUR,,Rural,63.75465838509317
829,9,3,gbokle,gbokle,fresco,fresco,non communal,60260,KOSSO,LELEDOU,Rural,63.75465838509317
832,9,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,KOUASSIKANKRO,Urbain,63.75465838509317
832,11,3,gbokle,gbokle,fresco,gbagbam,non communal,40140,GBAGBAM,MADI LAKOTA,Urbain,63.75465838509317
616,6,6,goh,goh,gagnoa,doukouyo,non communal,60070,BAMO I,BAMO I,Rural,294.6528925619835
625,11,6,goh,goh,gagnoa,gagnoa,non communal,60720,PAYOPA,YAOKANKRO,Rural,294.6528925619835
621,12,6,goh,goh,gagnoa,gagnoa,communal,410,GAGNOA,ODIENNEKOURANI NORD,Urbain,294.6528925619835
612,10,6,goh,goh,gagnoa,dahiepa-kehi,non communal,60080,BADIEPA,ZEDIEPA,Rural,294.6528925619835
625,8,6,goh,goh,gagnoa,gagnoa,non communal,60720,PAYOPA,YAO KANKRO,Rural,294.6528925619835
615,3,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60200,DJOUO,FAUSTIN,Rural,294.6528925619835
613,1,6,goh,goh,gagnoa,dignago,non communal,6160,GBEUGREHOA,GBEUGREHOA,Rural,294.6528925619835
625,9,6,goh,goh,gagnoa,gagnoa,communal,60720,PAYOPA,YAOKANKRO,Rural,294.6528925619835
631,6,6,goh,goh,gagnoa,serihio,non communal,60010,GNATROA,GODIAHIO,Rural,294.6528925619835
628,3,6,goh,goh,gagnoa,guiberoua,communal,210,GUIBEROUA,DISPENSAIRE,Urbain,294.6528925619835
627,8,6,goh,goh,gagnoa,guiberoua,communal,190,GUIBEROUA,SOKOURA,Urbain,294.6528925619835
622,5,6,goh,goh,gagnoa,gagnoa,communal,1330,GAGNOA,SOGEPHIA,Urbain,294.6528925619835
614,4,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60030,MAHIBOUO,GROUSSISSO,Rural,294.6528925619835
624,1,6,goh,goh,gagnoa,gagnoa,communal,1790,GAGNOA,DARES SALAM,Urbain,294.6528925619835
618,11,6,goh,goh,gagnoa,gagnoa,communal,120,GAGNOA,SOKOURA,Urbain,294.6528925619835
615,1,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60200,DONHIO MALEHIO,DONHIO MALEHIO,Rural,294.6528925619835
617,7,6,goh,goh,gagnoa,gagnoa,communal,970,GAGNOA,DELBO II,Urbain,294.6528925619835
626,7,6,goh,goh,gagnoa,galebouo,non communal,60100,GBOBOUAHIO,GBOBOUAHIO,Rural,294.6528925619835
619,5,6,goh,goh,gagnoa,gagnoa,communal,190,GAGNOA,DIOULADOUGOU,Urbain,294.6528925619835
611,1,6,goh,goh,gagnoa,bayota,non communal,6140,BALAYO,BAYOTA,Rural,294.6528925619835
621,6,6,goh,goh,gagnoa,gagnoa,communal,410,GAGNOA,ODIENNEKOURANI NORD,Urbain,294.6528925619835
610,1,6,goh,goh,gagnoa,bayota,non communal,60050,NEKEIDE,ZAGRODOU,Rural,294.6528925619835
613,11,6,goh,goh,gagnoa,dignago,non communal,6160,GBEUGREHOA,GBEUGREHOA,Rural,294.6528925619835
619,12,6,goh,goh,gagnoa,gagnoa,communal,190,GAGNOA,DIOULABOUGOU2,Urbain,294.6528925619835
632,3,6,goh,goh,gagnoa,serihio,non communal,60290,WANEWA,GOHUE,Rural,294.6528925619835
630,1,6,goh,goh,gagnoa,ouragahio,communal,30,OURAGAHIO,MISSION CATHOLIQUE,Urbain,294.6528925619835
624,10,6,goh,goh,gagnoa,gagnoa,communal,624,GAGNOA,DAR ES SALAM II,Urbain,294.6528925619835
632,8,6,goh,goh,gagnoa,serihio,non communal,6290,WANEWA,GOHUE,Rural,294.6528925619835
618,9,6,goh,goh,gagnoa,gagnoa,communal,120,GAGNOA,SOKOURA,Urbain,294.6528925619835
618,2,6,goh,goh,gagnoa,gagnoa,communal,120,GAGNOA,SOUKOURA,Urbain,294.6528925619835
615,7,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60200,DONHIO MALEHIO,DONHIO MALEHIO,Rural,294.6528925619835
616,3,6,goh,goh,gagnoa,doukouyo,non communal,60070,BAMO1,BAMO1,Rural,294.6528925619835
616,1,6,goh,goh,gagnoa,doukouyo,non communal,60070,BAMO1,BAMO1,Rural,294.6528925619835
616,9,6,goh,goh,gagnoa,doukouyo,non communal,60070,BAMO 1,AWANE,Rural,294.6528925619835
624,2,6,goh,goh,gagnoa,gagnoa,communal,1790,GAGNOA,DARES SALAM,Urbain,294.6528925619835
626,3,6,goh,goh,gagnoa,galebouo,non communal,60100,GBOGOUAHIO,GBOGOUAHIO,Rural,294.6528925619835
614,12,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60030,MAHIBOUO CPT,GROUSSISSO,Rural,294.6528925619835
617,5,6,goh,goh,gagnoa,gagnoa,communal,970,GAGNOA,DELBO II,Urbain,294.6528925619835
610,2,6,goh,goh,gagnoa,bayota,non communal,60050,NEKEIDE,BEZEREDOU,Rural,294.6528925619835
628,2,6,goh,goh,gagnoa,guiberoua,communal,210,OHOUA,MARGUERITE,Urbain,294.6528925619835
623,5,6,goh,goh,gagnoa,gagnoa,communal,1750,GAGNOA,DAR ES SALAM,Urbain,294.6528925619835
629,7,6,goh,goh,gagnoa,guiberoua,communal,6320,GRAND-ZIA,,Rural,294.6528925619835
626,6,6,goh,goh,gagnoa,galebouo,non communal,60100,GBOBOUAHIO,GBOBOUAHIO,Rural,294.6528925619835
632,7,6,goh,goh,gagnoa,serihio,non communal,6290,WANEWA,GOHUE,Rural,294.6528925619835
622,4,6,goh,goh,gagnoa,gagnoa,communal,1330,GAGNOA,SOGEFIHA,Urbain,294.6528925619835
614,11,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60030,MAHIBOUO CPT,GROUSSISSO,Rural,294.6528925619835
629,9,6,goh,goh,gagnoa,guiberoua,non communal,6230,GRAND ZIA,GRAND ZIA,Rural,294.6528925619835
630,2,6,goh,goh,gagnoa,ouragahio,communal,30,OURAGAHIO,MISSION CATHOLIQUE,Urbain,294.6528925619835
621,8,6,goh,goh,gagnoa,gagnoa,communal,410,GAGNOA,ODIENEKOURANI NORD,Urbain,294.6528925619835
629,10,6,goh,goh,gagnoa,guiberoua,non communal,6320,GRAND ZIA,GRAND ZIA,Rural,294.6528925619835
624,4,6,goh,goh,gagnoa,gagnoa,communal,1790,GAGNOA,DARES SALAM,Urbain,294.6528925619835
613,3,6,goh,goh,gagnoa,dignago,non communal,6160,GBEUGREHOA,GBEUGREHOA,Rural,294.6528925619835
610,11,6,goh,goh,gagnoa,bayota,non communal,60050,NEKEIDE,NEKEIDE,Rural,294.6528925619835
633,11,6,goh,goh,gagnoa,yopohue,non communal,60340,NAGADOUKOU,NAGADOUKOU,Rural,294.6528925619835
628,11,6,goh,goh,gagnoa,guiberoua,communal,210,GUIBEROUA,DISPENSAIRE,Urbain,294.6528925619835
627,7,6,goh,goh,gagnoa,guiberoua,communal,190,GUIBEROUA,SOKOURA,Urbain,294.6528925619835
627,3,6,goh,goh,gagnoa,guiberoua,communal,190,GUIBEROUA,SOKOURA,Urbain,294.6528925619835
632,5,6,goh,goh,gagnoa,serihio,non communal,6290,WANEWA,GOHUE,Rural,294.6528925619835
622,1,6,goh,goh,gagnoa,gagnoa,communal,1330,GAGNOA,SOGEFIHA,Urbain,294.6528925619835
624,3,6,goh,goh,gagnoa,gagnoa,communal,1790,GAGNOA,DARES SALAM,Urbain,294.6528925619835
623,12,6,goh,goh,gagnoa,gagnoa,communal,1750,GAGNOA,DAR ES SALAM II,Urbain,294.6528925619835
631,9,6,goh,goh,gagnoa,serihio,non communal,60010,GNATROA,GODIDIAHIO,Rural,294.6528925619835
613,9,6,goh,goh,gagnoa,dignago,non communal,60160,GBEUGREHOA,GBEUGREHOA,Rural,294.6528925619835
620,12,6,goh,goh,gagnoa,gagnoa,communal,60240,GAGNOA,DIOULABOUGOU,Urbain,294.6528925619835
624,12,6,goh,goh,gagnoa,gagnoa,communal,1790,GAGNOA,DAR ES SALAM II,Urbain,294.6528925619835
622,11,6,goh,goh,gagnoa,gagnoa,communal,1330,GAGNOA,SOGEFIA,Urbain,294.6528925619835
613,5,6,goh,goh,gagnoa,dignago,non communal,60160,GBEUGREHOA,GBEUGREHOA,Rural,294.6528925619835
617,9,6,goh,goh,gagnoa,gagnoa,communal,970,GAGNOA,DELBO 2,Urbain,294.6528925619835
631,3,6,goh,goh,gagnoa,serihio,non communal,60010,GNATROA,ANTENNE,Rural,294.6528925619835
625,4,6,goh,goh,gagnoa,serihio,non communal,60290,WANEWA,GOHUE,Rural,294.6528925619835
623,7,6,goh,goh,gagnoa,gagnoa,communal,1750,GAGNOA,DAR ES SALAM,Urbain,294.6528925619835
612,3,6,goh,goh,gagnoa,dahiepa-kehi,non communal,60080,BADIEPA,ZEDIEPA,Rural,294.6528925619835
616,4,6,goh,goh,gagnoa,doukouyo,non communal,60070,BAMO1,BAMO1,Rural,294.6528925619835
612,1,6,goh,goh,gagnoa,dahiepa-kehi,non communal,60080,BADIEPA,ZEDIEPA,Rural,294.6528925619835
623,9,6,goh,goh,gagnoa,gagnoa,communal,1750,GAGNOA,DAR ES SALAM 1,Urbain,294.6528925619835
626,9,6,goh,goh,gagnoa,galebouo,non communal,60100,GBOGOUAHIO,NAHIWA,Rural,294.6528925619835
629,4,6,goh,goh,gagnoa,guiberoua,communal,6320,GRAND ZIA,MOSSIKRO,Rural,294.6528925619835
620,8,6,goh,goh,gagnoa,gagnoa,communal,240,GAGNOA,DIOULABOUGOU,Urbain,294.6528925619835
629,1,6,goh,goh,gagnoa,guiberoua,communal,6320,GRAND ZIA,GBOPIEDOUA,Rural,294.6528925619835
612,8,6,goh,goh,gagnoa,dahiepa-kehi,non communal,60080,BADIEPA,ZEDIEPA,Rural,294.6528925619835
632,2,6,goh,goh,gagnoa,serihio,non communal,60290,WANEWA,GOHUE,Rural,294.6528925619835
622,12,6,goh,goh,gagnoa,gagnoa,communal,1330,GAGNOA,SOGEFIA,Urbain,294.6528925619835
626,10,6,goh,goh,gagnoa,galebouo,non communal,60100,GBOGOUAHIO,GBOGOUAHIO,Rural,294.6528925619835
611,11,6,goh,goh,gagnoa,bayota,non communal,60140,BALAYO,BALAYO,Rural,294.6528925619835
633,3,6,goh,goh,gagnoa,bayota,non communal,60340,NAGADOUKOU,NAGADOUKOU,Rural,294.6528925619835
633,8,6,goh,goh,gagnoa,yopohue,non communal,60340,NAGADOUKOU,,Rural,294.6528925619835
630,11,6,goh,goh,gagnoa,ouragahio,non communal,30,OURAGAHIO,MISSION CATHOLIQUE,Urbain,294.6528925619835
624,5,6,goh,goh,gagnoa,gagnoa,communal,1790,GAGNOA,DAR ES SALAM,Urbain,294.6528925619835
611,10,6,goh,goh,gagnoa,bayota,non communal,60140,BALAYO,BALAYO,Rural,294.6528925619835
615,10,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60200,DONHIO MALEHIO,BAOULEBOUGOU,Rural,294.6528925619835
630,10,6,goh,goh,gagnoa,ouragahio,non communal,30,OURAGAHIO,MISSION CATHOLIQUE,Urbain,294.6528925619835
614,5,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60030,MAHIBOUO,GROSSISSO,Rural,294.6528925619835
630,9,6,goh,goh,gagnoa,ouragahio,non communal,30,OURAGAHIO,MISSION CATHOLIQUE,Urbain,294.6528925619835
620,4,6,goh,goh,gagnoa,gagnoa,communal,240,GAGNOA,DJOULABOUGOU,Urbain,294.6528925619835
617,6,6,goh,goh,gagnoa,gagnoa,communal,970,GAGNOA,DELBO II,Urbain,294.6528925619835
616,12,6,goh,goh,gagnoa,doukouyo,non communal,60070,BAMO 1,AWANE,Rural,294.6528925619835
612,2,6,goh,goh,gagnoa,dahiepa-kehi,non communal,60080,BADIEPA,BADIEPA,Rural,294.6528925619835
620,10,6,goh,goh,gagnoa,gagnoa,communal,60240,GAGNOA,DIOULABOUGOU,Urbain,294.6528925619835
614,8,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60030,MALEHIO,GROSSISSO,Rural,294.6528925619835
624,11,6,goh,goh,gagnoa,gagnoa,communal,1790,1236,DAR ES SALAM II,Urbain,294.6528925619835
617,12,6,goh,goh,gagnoa,gagnoa,communal,970,GAGNOA,DELBO 2,Urbain,294.6528925619835
633,7,6,goh,goh,gagnoa,yopohue,non communal,60340,NAGADOUKOU,,Rural,294.6528925619835
631,12,6,goh,goh,gagnoa,serihio,non communal,60010,GNATROA,GODIDIAHIO,Rural,294.6528925619835
615,2,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60200,DONHIO MALEHIO,DONHIO MALEHIO,Rural,294.6528925619835
611,5,6,goh,goh,gagnoa,bayota,non communal,6140,BALAYO,BALAYO,Rural,294.6528925619835
623,3,6,goh,goh,gagnoa,gagnoa,communal,1750,GAGNOA,DARES SALAM,Urbain,294.6528925619835
630,4,6,goh,goh,gagnoa,ouragahio,communal,30,OURAGAHIO,MISSION CATHOLIQUE,Urbain,294.6528925619835
618,6,6,goh,goh,gagnoa,gagnoa,communal,120,GAGNOA,SOKOURA,Urbain,294.6528925619835
628,5,6,goh,goh,gagnoa,guiberoua,communal,210,GUIBEROUA,DISPENSAIRE,Urbain,294.6528925619835
628,4,6,goh,goh,gagnoa,guiberoua,communal,210,GUIBEROUA,DISPENSAIRE,Urbain,294.6528925619835
616,7,6,goh,goh,gagnoa,doukouyo,non communal,60070,BAMO I,BAMO I,Rural,294.6528925619835
619,10,6,goh,goh,gagnoa,gagnoa,communal,190,GAGNOA,DIOULABOUGOU,Urbain,294.6528925619835
616,2,6,goh,goh,gagnoa,doukouyo,non communal,60070,BAMO1,BAMO1,Rural,294.6528925619835
615,8,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60200,DONHIO MALEHIO,DONHIO MALEHIO,Rural,294.6528925619835
615,6,6,goh,goh,gagnoa,dougroupalegnoa,non communal,60200,DONHIO MALEHIO,DONHIO MALEHIO,Rural,294.6528925619835
