hh1,hh2,b04_district,strate,b05_region,b06_departemen,b07_souspref,b08_commune,b09_zd,b10_nomvillag,b11_quartcpt,milieu,pop_density
245,8,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,,Urbain,173.4462915601023
234,11,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,ABENGOUROU,RESIDENTIEL EXTENSION,Urbain,173.4462915601023
243,1,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,ATTIEKRO,Rural,173.4462915601023
238,4,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,173.4462915601023
239,12,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,173.4462915601023
238,11,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,,MOSSIKRO,Urbain,173.4462915601023
244,5,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,ANEKOUADIOKRO,Rural,173.4462915601023
241,2,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,AMELEKIA,Urbain,173.4462915601023
250,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60240,KOUAMEZIANKRO,BINIKRO,Rural,173.4462915601023
252,6,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,,Rural,173.4462915601023
239,6,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,173.4462915601023
237,9,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLEVILLE,Urbain,173.4462915601023
243,11,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUSSIKRO,MOSSIKRO,Rural,173.4462915601023
252,3,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,NOUVEAU QUARTIER,Rural,173.4462915601023
237,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLE VILLE1,Urbain,173.4462915601023
246,10,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,KOUAKOU NDRAMANKRO,DAFIKRO,Rural,173.4462915601023
246,3,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,KOUAKOU NDRAMANKRO,AGNIKRO,Rural,173.4462915601023
236,1,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,ABENGOUROU,CAFETOU,Urbain,173.4462915601023
247,11,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFALIKRO,ASSEKRO,Rural,173.4462915601023
251,2,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,ADDIS ABEBA,Urbain,173.4462915601023
241,4,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,SROH,Urbain,173.4462915601023
251,5,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,,Urbain,173.4462915601023
249,12,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60210,APPROMPRONOU,KONANKRO,Rural,173.4462915601023
250,2,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60240,,ALLADJI DRAMANEKRO,Rural,173.4462915601023
246,12,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,KOUAKOU NDRAMANKRO,,Rural,173.4462915601023
252,12,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,NOUVEAU QUARTIER,Rural,173.4462915601023
242,10,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,AMEAKRO,DIMBOKRO,Rural,173.4462915601023
237,11,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLEVILLE,Urbain,173.4462915601023
245,4,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,4004,EBILASSOKRO,AGNIKRO,Urbain,173.4462915601023
250,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60240,KOUAMEZIANKRO,BAKARYKRO,Rural,173.4462915601023
250,12,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60240,KOUAME ZANKRO,BINIKRO,Rural,173.4462915601023
251,9,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,ADIS ABEBA,Urbain,173.4462915601023
241,8,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,AMANHIA,Urbain,173.4462915601023
248,1,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFAILIKRO,NZIPRIKRO,Rural,173.4462915601023
241,12,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,,Urbain,173.4462915601023
242,1,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,KOUADIOKRO,KOUADIOKRO,Rural,173.4462915601023
243,6,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,ATTIEKRO,Rural,173.4462915601023
245,7,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,,Urbain,173.4462915601023
249,1,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60210,APPROMPRONOU,KONANKRO,Rural,173.4462915601023
237,12,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLEVILLE,Urbain,173.4462915601023
234,10,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,ABENGOUROU,RESIDENTIEL EXTENSION,Urbain,173.4462915601023
248,5,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,173.4462915601023
248,10,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,173.4462915601023
235,11,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL 1,Urbain,173.4462915601023
248,9,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,173.4462915601023
248,4,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,NZIPRIKRO,Rural,173.4462915601023
251,11,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,ADIS ABEBA,Urbain,173.4462915601023
241,11,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,,Urbain,173.4462915601023
243,10,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,ATTIE,Rural,173.4462915601023
238,1,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,173.4462915601023
252,11,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,AGNIKRO,Rural,173.4462915601023
240,10,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
245,5,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,EBILASSOKRO 1,Urbain,173.4462915601023
235,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL 1,Urbain,173.4462915601023
251,1,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,ADDIS ABEBA,Urbain,173.4462915601023
238,12,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,173.4462915601023
236,3,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,KAFETOU,KAFETOU,Urbain,173.4462915601023
239,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,173.4462915601023
246,2,4,indenie-djuablin,indenie-djuablin,abengourou,niable,communal,60090,KOUAKOU NDRAMANKRO,NOUVEAU QUARTIER,Rural,173.4462915601023
247,4,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFALIKRO ASSEKRO,PARADIS,Rural,173.4462915601023
241,6,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,RESIDENTIEL,Urbain,173.4462915601023
235,12,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL1,Urbain,173.4462915601023
251,6,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,,Urbain,173.4462915601023
247,3,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFALIKRO ASSEKRO,PARADIS,Rural,173.4462915601023
244,3,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,ANCIEN QUARTIER,Rural,173.4462915601023
245,9,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,,Urbain,173.4462915601023
245,10,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,EBILASSOKRO 1,Urbain,173.4462915601023
249,4,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60210,APPROMPRONOU,KONANKRO,Rural,173.4462915601023
248,11,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,173.4462915601023
239,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,173.4462915601023
239,9,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,173.4462915601023
244,6,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,ANEKOUADIOKRO,Rural,173.4462915601023
240,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
248,2,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,NZIKRO,Rural,173.4462915601023
251,7,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,ADIS ABEBA,Urbain,173.4462915601023
250,6,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60240,KOUAMEZIANKRO,LADJIDRAMANEKRO,Rural,173.4462915601023
239,7,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,173.4462915601023
938,2,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,60050,PRIKRO OUELLE,PRIKRO OUELLE,Rural,173.4462915601023
243,8,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,MOSSIKRO,Rural,173.4462915601023
238,6,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,173.4462915601023
238,10,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,173.4462915601023
238,9,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,173.4462915601023
244,1,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,NOUVEAU QUARTIER,Rural,173.4462915601023
249,2,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60210,AMPPROPRONOU,ALIKRO,Rural,173.4462915601023
237,1,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLEVILLE 1,Urbain,173.4462915601023
237,6,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUGOU,BELLE VILLE1,Urbain,173.4462915601023
243,9,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,MOSSIKRO,Rural,173.4462915601023
251,8,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,ADIS ABEBA,Urbain,173.4462915601023
235,6,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL,Urbain,173.4462915601023
246,5,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,KOUAKOU N DRAMANKRO,,Rural,173.4462915601023
234,12,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,ABENGOUROU,RESIDENTIEL EXTENSION,Urbain,173.4462915601023
246,8,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,KOUAKOU N DRAMANKRO,,Rural,173.4462915601023
251,10,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,,Urbain,173.4462915601023
236,12,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,ABENGOUROU,CAFETOU,Urbain,173.4462915601023
247,6,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFALIKRO,ASSEKRO,Rural,173.4462915601023
234,9,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,RESIDENTIEL EXTENTION,RESIDENTIEL EXTENTION,Urbain,173.4462915601023
249,10,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60210,APPOMPRONOU,ALIKRO,Rural,173.4462915601023
242,5,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,KOUADIOKRO,,Rural,173.4462915601023
239,10,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,173.4462915601023
243,3,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,ATTIEKRO,Rural,173.4462915601023
238,2,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,173.4462915601023
242,4,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,KOUADIOKRO,KOUADIOKRO,Rural,173.4462915601023
244,10,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,SOCOURA,Rural,173.4462915601023
235,1,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL,Urbain,173.4462915601023
241,5,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,AMANHIA,Urbain,173.4462915601023
238,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,173.4462915601023
244,2,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,ANCIEN QUARTIER,Rural,173.4462915601023
238,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,173.4462915601023
247,8,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFALIKRO,ASSEKRO,Rural,173.4462915601023
245,12,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,EBILASSOKRO 1,Urbain,173.4462915601023
242,8,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,KOUADIOKRO,,Rural,173.4462915601023
250,3,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60240,KOUAMEZIANKRO,SINANKRO,Rural,173.4462915601023
247,5,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFALIKRO,,Rural,173.4462915601023
238,7,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,ABENGOUROU,MOSSIKRO,Urbain,173.4462915601023
249,9,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60210,APROMPRONOU,ALIKRO,Rural,173.4462915601023
249,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60210,APPROMPRONOU,KONANKRO,Rural,173.4462915601023
248,7,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,173.4462915601023
238,3,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1130,,MOSSIKRO,Urbain,173.4462915601023
240,11,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
236,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,ABENGOUROU,CAFETOU,Urbain,173.4462915601023
242,7,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,,,Rural,173.4462915601023
249,3,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60210,APPROMPRONOU,KONANKRO,Rural,173.4462915601023
235,7,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL 1,Urbain,173.4462915601023
245,6,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILLASSOKRO,NGOUAYE,Urbain,173.4462915601023
247,2,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFAILIKRO,PARADIS,Rural,173.4462915601023
244,4,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,NOUVEAU QUARTIER,Rural,173.4462915601023
242,2,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,KOUADIOKRO,KOUADIOKRO,Rural,173.4462915601023
244,7,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,ANEKOUADIOKRO,Rural,173.4462915601023
243,7,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,ATTIEKRO,Rural,173.4462915601023
241,7,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,AMANHIA,Urbain,173.4462915601023
247,1,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFAILIKRO,PARADIS,Rural,173.4462915601023
234,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,ABENGOUROU,RESIDENTIEL EXTENSION,Urbain,173.4462915601023
237,10,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLEVILLE,Urbain,173.4462915601023
240,9,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
240,3,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
250,7,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60240,KOUAMEZIANKRO,SINANKRO,Rural,173.4462915601023
252,7,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,NOUVEAU  QUARTIER,Rural,173.4462915601023
239,2,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,173.4462915601023
245,3,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,AGNIKRO,Urbain,173.4462915601023
234,4,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,ABENGOUROU,RESIDENTIEL-EXTENSION,Urbain,173.4462915601023
237,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLE VILLE1,Urbain,173.4462915601023
244,8,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,ANEKOUADIOKRO,Rural,173.4462915601023
234,6,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,ABENGOUROU,RESIDENTIEL RXTENSION,Urbain,173.4462915601023
234,7,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,ABENGOUROU,RESIDENTIEL EXTENSION,Urbain,173.4462915601023
244,12,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,NOUVEAU QUARTIER,Rural,173.4462915601023
250,9,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60240,KOUAME ZIANKRO,ABOUDOUKRO,Rural,173.4462915601023
236,7,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,CAFETOU,CAFETOU,Urbain,173.4462915601023
242,3,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,KOUADIOKRO,KOUADIOKRO,Rural,173.4462915601023
246,11,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,ABENGOUROU,DAFIKRO,Rural,173.4462915601023
247,12,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFALIKRO,ASSEKRO,Rural,173.4462915601023
236,4,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,KAFETOU,KAFETOU,Urbain,173.4462915601023
240,12,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
250,11,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60240,KOUAME ZIANKRO,SINANKRO,Rural,173.4462915601023
236,11,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,KAFETOU,KAFETOU,Urbain,173.4462915601023
235,3,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL,Urbain,173.4462915601023
240,2,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
234,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,70,ABENGOUROU,RESIDENTIEL EXTENSION,Urbain,173.4462915601023
239,4,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,173.4462915601023
243,12,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,ANCIEN MOSQUEE,Rural,173.4462915601023
249,6,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60210,APPROMPRONOU,ALIKRO,Rural,173.4462915601023
237,7,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLE VILLE1,Urbain,173.4462915601023
252,5,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,,Rural,173.4462915601023
247,7,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFALIKRO,ASSEKRO,Rural,173.4462915601023
246,4,4,indenie-djuablin,indenie-djuablin,abengourou,niable,communal,60090,KOUAKOU NDRAMANKRO,,Rural,173.4462915601023
235,4,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL,Urbain,173.4462915601023
246,7,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,KOUAKOU N DRAMANKRO,,Rural,173.4462915601023
248,3,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,NZIPRIKRO,Rural,173.4462915601023
938,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,60050,PRIKRO OUELLE,PRIKRO OUELLE,Rural,173.4462915601023
241,3,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,BAOULEKRO,Urbain,173.4462915601023
250,4,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60240,KOUAMEZIANKRO,BINIKRO,Rural,173.4462915601023
246,9,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,KOUAKOU N'DRAMANKRO,DAFIKRO,Rural,173.4462915601023
242,9,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,KOUADIOKRO,DIOULABOUGOU,Rural,173.4462915601023
244,11,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,NOUVEAU QUARTIER,Rural,173.4462915601023
236,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,CAFETOU,CAFETOU,Urbain,173.4462915601023
235,9,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL 1,Urbain,173.4462915601023
237,2,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLEVILLE 1,Urbain,173.4462915601023
252,4,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,AGNIKRO,Rural,173.4462915601023
252,9,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,NOUVEAU QUARTIER,Rural,173.4462915601023
247,10,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFALIKRO,ASSEKRO,Rural,173.4462915601023
239,1,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,173.4462915601023
245,2,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,4004,EBILASSOKRO,AGNIKRO,Urbain,173.4462915601023
236,9,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,CAFETOU,CAFETOU,Urbain,173.4462915601023
239,11,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANKRO,Rural,173.4462915601023
250,10,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60240,KOAME ZANKRO,LADJI DRAMANEKRO,Rural,173.4462915601023
248,12,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,173.4462915601023
246,6,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,KOUAKOU N DRMANKRO,,Rural,173.4462915601023
244,9,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60190,ANEKOUADIOKRO,SOKOURA,Rural,173.4462915601023
243,2,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,ATTIEKRO,Rural,173.4462915601023
240,6,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
245,11,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,EBILASSOKRO 1,Urbain,173.4462915601023
252,2,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,NOUVEAU QUARTIER,Rural,173.4462915601023
248,8,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,173.4462915601023
239,3,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60170,DRAMANEKRO,DRAMANEKRO,Rural,173.4462915601023
237,3,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLEVILLE 1,Urbain,173.4462915601023
